name	type	Description	id	prob	value	balancedByTargetCount	judgmentOnce	kind	mobSize	method	tickInterval	condition	abnormalityCategory	abnormalityKind	conditionCategory	conditionValue	mySkillCategory	isHidePassive	passivityChangeId	passivityChangeTime	prevPassivityId
#N/A	102	#N/A	51029	1	0,909	FALSE	TRUE	0	small	3	0	15	0	0	0	0					
#N/A	102	#N/A	51030	1	0,961	FALSE	TRUE	0	large	3	0	15	0	0	0	0					
#N/A	102	#N/A	51031	1	0,954	FALSE	TRUE	0	large	3	0	15	0	0	0	0					
#N/A	102	#N/A	51032	1	0,946	FALSE	TRUE	0	large	3	0	15	0	0	0	0					
#N/A	102	#N/A	51033	1	0,938	FALSE	TRUE	0	large	3	0	15	0	0	0	0					
#N/A	102	#N/A	51034	1	0,93	FALSE	TRUE	0	large	3	0	15	0	0	0	0					
#N/A	102	#N/A	51035	1	0,923	FALSE	TRUE	0	large	3	0	15	0	0	0	0					
#N/A	102	#N/A	51039	1	0,919	FALSE	TRUE	0	large	3	0	15	0	0	0	0					
#N/A	201	#N/A	51040	0,15	10400	FALSE	TRUE	10	large	4	0	1	0	0	0	2					
#N/A	201	#N/A	51041	0,15	10401	FALSE	TRUE	10	large	4	0	1	0	0	0	2					
#N/A	201	#N/A	51042	0,15	10402	FALSE	TRUE	10	large	4	0	1	0	0	0	2					
#N/A	201	#N/A	51043	0,15	10403	FALSE	TRUE	10	large	4	0	1	0	0	0	2					
#N/A	201	#N/A	51044	0,15	10404	FALSE	TRUE	10	large	4	0	1	0	0	0	2					
#N/A	201	#N/A	51045	0,15	10405	FALSE	TRUE	10	large	4	0	1	0	0	0	2					
#N/A	201	#N/A	51049	0,15	10406	FALSE	TRUE	10	large	4	0	1	0	0	0	2					
#N/A	102	#N/A	51050	1	0,958	FALSE	TRUE	62	all	3	0	9	0	0	0	4					
#N/A	102	#N/A	51051	1	0,949	FALSE	TRUE	62	all	3	0	9	0	0	0	4					
#N/A	102	#N/A	51052	1	0,941	FALSE	TRUE	62	all	3	0	9	0	0	0	4					
#N/A	102	#N/A	51053	1	0,932	FALSE	TRUE	62	all	3	0	9	0	0	0	4					
#N/A	102	#N/A	51054	1	0,924	FALSE	TRUE	62	all	3	0	9	0	0	0	4					
#N/A	102	#N/A	51055	1	0,915	FALSE	TRUE	62	all	3	0	9	0	0	0	4					
#N/A	102	#N/A	51059	1	0,912	FALSE	TRUE	62	all	3	0	9	0	0	0	4					
#N/A	201	#N/A	51060	1	10510	FALSE	TRUE	11	all	4	0	9	0	0	0	9					
#N/A	201	#N/A	51061	1	10511	FALSE	TRUE	11	all	4	0	9	0	0	0	9					
#N/A	201	#N/A	51062	1	10512	FALSE	TRUE	11	all	4	0	9	0	0	0	9					
#N/A	201	#N/A	51063	1	10513	FALSE	TRUE	11	all	4	0	9	0	0	0	9					
#N/A	201	#N/A	51064	1	10514	FALSE	TRUE	11	all	4	0	9	0	0	0	9					
#N/A	201	#N/A	51065	1	10515	FALSE	TRUE	11	all	4	0	9	0	0	0	9					
#N/A	201	#N/A	51069	1	10516	FALSE	TRUE	11	all	4	0	9	0	0	0	9					
#N/A	201	#N/A	51070	0,5	10610	FALSE	TRUE	12	all	4	0	1	0	0	0	2					
#N/A	201	#N/A	51071	0,5	10611	FALSE	TRUE	12	all	4	0	1	0	0	0	2					
#N/A	201	#N/A	51072	0,5	10612	FALSE	TRUE	12	all	4	0	1	0	0	0	2					
#N/A	201	#N/A	51073	0,5	10613	FALSE	TRUE	12	all	4	0	1	0	0	0	2					
#N/A	201	#N/A	51074	0,5	10614	FALSE	TRUE	12	all	4	0	1	0	0	0	2					
#N/A	201	#N/A	51075	0,5	10615	FALSE	TRUE	12	all	4	0	1	0	0	0	2					
#N/A	201	#N/A	51079	0,5	10616	FALSE	TRUE	12	all	4	0	1	0	0	0	2					
#N/A	201	#N/A	51080	0,5	10710	FALSE	TRUE	13	all	4	0	1	0	0	0	2					
#N/A	201	#N/A	51081	0,5	10711	FALSE	TRUE	13	all	4	0	1	0	0	0	2					
#N/A	201	#N/A	51082	0,5	10712	FALSE	TRUE	13	all	4	0	1	0	0	0	2					
#N/A	201	#N/A	51083	0,5	10713	FALSE	TRUE	13	all	4	0	1	0	0	0	2					
#N/A	201	#N/A	51084	0,5	10714	FALSE	TRUE	13	all	4	0	1	0	0	0	2					
#N/A	201	#N/A	51085	0,5	10715	FALSE	TRUE	13	all	4	0	1	0	0	0	2					
#N/A	201	#N/A	51089	0,5	10716	FALSE	TRUE	13	all	4	0	1	0	0	0	2					
#N/A	102	#N/A	51090	1	0,961	FALSE	TRUE	0	medium	3	0	15	0	0	0	0					
#N/A	102	#N/A	51091	1	0,954	FALSE	TRUE	0	medium	3	0	15	0	0	0	0					
#N/A	102	#N/A	51092	1	0,946	FALSE	TRUE	0	medium	3	0	15	0	0	0	0					
#N/A	102	#N/A	51093	1	0,938	FALSE	TRUE	0	medium	3	0	15	0	0	0	0					
#N/A	102	#N/A	51094	1	0,93	FALSE	TRUE	0	medium	3	0	15	0	0	0	0					
#N/A	102	#N/A	51095	1	0,923	FALSE	TRUE	0	medium	3	0	15	0	0	0	0					
#N/A	102	#N/A	51099	1	0,919	FALSE	TRUE	0	medium	3	0	15	0	0	0	0					
#N/A	201	#N/A	51100	0,1	10800	FALSE	TRUE	14	medium	4	0	1	0	0	0	2					
#N/A	201	#N/A	51101	0,1	10801	FALSE	TRUE	14	medium	4	0	1	0	0	0	2					
#N/A	201	#N/A	51102	0,1	10802	FALSE	TRUE	14	medium	4	0	1	0	0	0	2					
#N/A	201	#N/A	51103	0,1	10803	FALSE	TRUE	14	medium	4	0	1	0	0	0	2					
#N/A	201	#N/A	51104	0,1	10804	FALSE	TRUE	14	medium	4	0	1	0	0	0	2					
#N/A	201	#N/A	51105	0,1	10805	FALSE	TRUE	14	medium	4	0	1	0	0	0	2					
#N/A	201	#N/A	51109	0,1	10806	FALSE	TRUE	14	medium	4	0	1	0	0	0	2					
#N/A	1	#N/A	51110	1	194	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
#N/A	1	#N/A	51111	1	336	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
#N/A	1	#N/A	51112	1	646	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
#N/A	1	#N/A	51113	1	1234	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
#N/A	1	#N/A	51114	1	2484	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
#N/A	1	#N/A	51115	1	4808	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
#N/A	1	#N/A	51119	1	5434	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
#N/A	18	#N/A	51120	1	15	FALSE	FALSE	4	all	2	0	0	0	0	0	0					
#N/A	18	#N/A	51121	1	18	FALSE	FALSE	4	all	2	0	0	0	0	0	0					
#N/A	18	#N/A	51122	1	21	FALSE	FALSE	4	all	2	0	0	0	0	0	0					
#N/A	18	#N/A	51123	1	24	FALSE	FALSE	4	all	2	0	0	0	0	0	0					
#N/A	18	#N/A	51124	1	27	FALSE	FALSE	4	all	2	0	0	0	0	0	0					
#N/A	18	#N/A	51125	1	30	FALSE	FALSE	4	all	2	0	0	0	0	0	0					
#N/A	18	#N/A	51129	1	31	FALSE	FALSE	4	all	2	0	0	0	0	0	0					
#N/A	51	#N/A	51130	1	13	FALSE	FALSE	0	all	2	5	0	0	0	0	0					
#N/A	51	#N/A	51131	1	22	FALSE	FALSE	0	all	2	5	0	0	0	0	0					
#N/A	51	#N/A	51132	1	43	FALSE	FALSE	0	all	2	5	0	0	0	0	0					
#N/A	51	#N/A	51133	1	82	FALSE	FALSE	0	all	2	5	0	0	0	0	0					
#N/A	51	#N/A	51134	1	166	FALSE	FALSE	0	all	2	5	0	0	0	0	0					
#N/A	51	#N/A	51135	1	321	FALSE	FALSE	0	all	2	5	0	0	0	0	0					
#N/A	51	#N/A	51139	1	363	FALSE	FALSE	0	all	2	5	0	0	0	0	0					
#N/A	106	#N/A	51140	1	11210	FALSE	TRUE	57	player	4	0	15	0	0	0	3					
#N/A	106	#N/A	51141	1	11211	FALSE	TRUE	57	player	4	0	15	0	0	0	3					
#N/A	106	#N/A	51142	1	11212	FALSE	TRUE	57	player	4	0	15	0	0	0	3					
#N/A	106	#N/A	51143	1	11213	FALSE	TRUE	57	player	4	0	15	0	0	0	3					
#N/A	106	#N/A	51144	1	11214	FALSE	TRUE	57	player	4	0	15	0	0	0	3					
#N/A	106	#N/A	51145	1	11215	FALSE	TRUE	57	player	4	0	15	0	0	0	3					
#N/A	106	#N/A	51149	1	11216	FALSE	TRUE	57	player	4	0	15	0	0	0	3					
#N/A	102	#N/A	51150	1	0,961	FALSE	TRUE	0	any	3	0	15	0	0	0	0					
#N/A	102	#N/A	51151	1	0,954	FALSE	TRUE	0	any	3	0	15	0	0	0	0					
#N/A	102	#N/A	51152	1	0,946	FALSE	TRUE	0	any	3	0	15	0	0	0	0					
#N/A	102	#N/A	51153	1	0,938	FALSE	TRUE	0	any	3	0	15	0	0	0	0					
#N/A	102	#N/A	51154	1	0,93	FALSE	TRUE	0	any	3	0	15	0	0	0	0					
#N/A	102	#N/A	51155	1	0,923	FALSE	TRUE	0	any	3	0	15	0	0	0	0					
#N/A	102	#N/A	51156	1	0,919	FALSE	TRUE	0	any	3	0	15	0	0	0	0					
#N/A	1	#N/A	52110	1	897	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
#N/A	105	#N/A	53000	1	0,957	FALSE	FALSE	0	all	3	0	17	0	0	0	0,6					
#N/A	105	#N/A	53001	1	0,948	FALSE	FALSE	0	all	3	0	17	0	0	0	0,6					
#N/A	105	#N/A	53002	1	0,94	FALSE	FALSE	0	all	3	0	17	0	0	0	0,6					
#N/A	105	#N/A	53003	1	0,931	FALSE	FALSE	0	all	3	0	17	0	0	0	0,6					
#N/A	105	#N/A	53004	1	0,922	FALSE	FALSE	0	all	3	0	17	0	0	0	0,6					
#N/A	105	#N/A	53005	1	0,914	FALSE	FALSE	0	all	3	0	17	0	0	0	0,6					
#N/A	102	#N/A	53010	1	0,957	FALSE	FALSE	59	all	3	0	17	0	0	0	0,5					
#N/A	102	#N/A	53011	1	0,948	FALSE	FALSE	59	all	3	0	17	0	0	0	0,5					
#N/A	102	#N/A	53012	1	0,94	FALSE	FALSE	59	all	3	0	17	0	0	0	0,5					
#N/A	102	#N/A	53013	1	0,931	FALSE	FALSE	59	all	3	0	17	0	0	0	0,5					
#N/A	102	#N/A	53014	1	0,922	FALSE	FALSE	59	all	3	0	17	0	0	0	0,5					
#N/A	102	#N/A	53015	1	0,914	FALSE	FALSE	59	all	3	0	17	0	0	0	0,5					
#N/A	102	#N/A	53050	1	0,962	FALSE	TRUE	62	all	3	0	9	0	0	0	4					
#N/A	102	#N/A	53051	1	0,954	FALSE	TRUE	62	all	3	0	9	0	0	0	4					
#N/A	102	#N/A	53052	1	0,947	FALSE	TRUE	62	all	3	0	9	0	0	0	4					
#N/A	102	#N/A	53053	1	0,939	FALSE	TRUE	62	all	3	0	9	0	0	0	4					
#N/A	102	#N/A	53054	1	0,931	FALSE	TRUE	62	all	3	0	9	0	0	0	4					
#N/A	102	#N/A	53055	1	0,924	FALSE	TRUE	62	all	3	0	9	0	0	0	4					
#N/A	201	#N/A	53060	1	10520	FALSE	TRUE	11	all	4	0	9	0	0	0	9					
#N/A	201	#N/A	53061	1	10521	FALSE	TRUE	11	all	4	0	9	0	0	0	9					
#N/A	201	#N/A	53062	1	10522	FALSE	TRUE	11	all	4	0	9	0	0	0	9					
#N/A	201	#N/A	53063	1	10523	FALSE	TRUE	11	all	4	0	9	0	0	0	9					
#N/A	201	#N/A	53064	1	10524	FALSE	TRUE	11	all	4	0	9	0	0	0	9					
#N/A	201	#N/A	53065	1	10525	FALSE	TRUE	11	all	4	0	9	0	0	0	9					
#N/A	201	#N/A	53070	0,5	10620	FALSE	TRUE	12	all	4	0	1	0	0	0	2					
#N/A	201	#N/A	53071	0,5	10621	FALSE	TRUE	12	all	4	0	1	0	0	0	2					
#N/A	201	#N/A	53072	0,5	10622	FALSE	TRUE	12	all	4	0	1	0	0	0	2					
#N/A	201	#N/A	53073	0,5	10623	FALSE	TRUE	12	all	4	0	1	0	0	0	2					
#N/A	201	#N/A	53074	0,5	10624	FALSE	TRUE	12	all	4	0	1	0	0	0	2					
#N/A	201	#N/A	53075	0,5	10625	FALSE	TRUE	12	all	4	0	1	0	0	0	2					
#N/A	201	#N/A	53080	0,5	10720	FALSE	TRUE	13	all	4	0	1	0	0	0	2					
#N/A	201	#N/A	53081	0,5	10721	FALSE	TRUE	13	all	4	0	1	0	0	0	2					
#N/A	201	#N/A	53082	0,5	10722	FALSE	TRUE	13	all	4	0	1	0	0	0	2					
#N/A	201	#N/A	53083	0,5	10723	FALSE	TRUE	13	all	4	0	1	0	0	0	2					
#N/A	201	#N/A	53084	0,5	10724	FALSE	TRUE	13	all	4	0	1	0	0	0	2					
#N/A	201	#N/A	53085	0,5	10725	FALSE	TRUE	13	all	4	0	1	0	0	0	2					
#N/A	1	#N/A	53110	1	169	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
#N/A	1	#N/A	53111	1	293	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
#N/A	1	#N/A	53112	1	562	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
#N/A	1	#N/A	53113	1	1074	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
#N/A	1	#N/A	53114	1	2162	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
#N/A	1	#N/A	53115	1	4184	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
#N/A	18	#N/A	53120	1	13	FALSE	FALSE	4	all	2	0	0	0	0	0	0					
#N/A	18	#N/A	53121	1	16	FALSE	FALSE	4	all	2	0	0	0	0	0	0					
#N/A	18	#N/A	53122	1	18	FALSE	FALSE	4	all	2	0	0	0	0	0	0					
#N/A	18	#N/A	53123	1	21	FALSE	FALSE	4	all	2	0	0	0	0	0	0					
#N/A	18	#N/A	53124	1	23	FALSE	FALSE	4	all	2	0	0	0	0	0	0					
#N/A	18	#N/A	53125	1	26	FALSE	FALSE	4	all	2	0	0	0	0	0	0					
#N/A	51	#N/A	53130	1	11	FALSE	FALSE	0	all	2	5	0	0	0	0	0					
#N/A	51	#N/A	53131	1	20	FALSE	FALSE	0	all	2	5	0	0	0	0	0					
#N/A	51	#N/A	53132	1	37	FALSE	FALSE	0	all	2	5	0	0	0	0	0					
#N/A	51	#N/A	53133	1	72	FALSE	FALSE	0	all	2	5	0	0	0	0	0					
#N/A	51	#N/A	53134	1	144	FALSE	FALSE	0	all	2	5	0	0	0	0	0					
#N/A	51	#N/A	53135	1	279	FALSE	FALSE	0	all	2	5	0	0	0	0	0					
#N/A	106	#N/A	53140	1	11220	FALSE	TRUE	57	player	4	0	15	0	0	0	3					
#N/A	106	#N/A	53141	1	11221	FALSE	TRUE	57	player	4	0	15	0	0	0	3					
#N/A	106	#N/A	53142	1	11222	FALSE	TRUE	57	player	4	0	15	0	0	0	3					
#N/A	106	#N/A	53143	1	11223	FALSE	TRUE	57	player	4	0	15	0	0	0	3					
#N/A	106	#N/A	53144	1	11224	FALSE	TRUE	57	player	4	0	15	0	0	0	3					
#N/A	106	#N/A	53145	1	11225	FALSE	TRUE	57	player	4	0	15	0	0	0	3					
#N/A	3	#N/A	70000	1	1	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
#N/A	4	#N/A	70010	1	1	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
#N/A	8	#N/A	70020	1	1	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
#N/A	9	#N/A	70030	1	2	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
#N/A	6	#N/A	70040	1	1	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
#N/A	7	#N/A	70050	1	3	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
#N/A	1	#N/A	70060	1	1246	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
#N/A	2	#N/A	70070	1	110	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
#N/A	25	#N/A	70080	1	1,005	FALSE	FALSE	0	all	3	0	0	0	0	0	0					
#N/A	102	#N/A	70100	1	0,97	FALSE	FALSE	0	all	3	0	18	0	0	0	0					
#N/A	176	#N/A	70110	1	1	FALSE	FALSE	0	player	2	0	25	0	0	0	0					
#N/A	113	#N/A	70120	1	2	FALSE	FALSE	0	player	2	0	15	0	0	0	3					
#N/A	169	#N/A	70130	1	1,01	FALSE	FALSE	0	all	3	0	25	0	0	0	0					
#N/A	164	#N/A	70140	1	1,02	FALSE	FALSE	0	all	3	0	25	0	0	0	0					
#N/A	3	#N/A	75000	1	2	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
#N/A	3	#N/A	75001	1	3	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
#N/A	4	#N/A	75010	1	2	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
#N/A	4	#N/A	75011	1	3	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
#N/A	8	#N/A	75020	1	2	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
#N/A	8	#N/A	75021	1	4	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
#N/A	9	#N/A	75030	1	3	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
#N/A	9	#N/A	75031	1	5	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
#N/A	6	#N/A	75040	1	2	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
#N/A	6	#N/A	75041	1	6	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
#N/A	7	#N/A	75050	1	5	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
#N/A	7	#N/A	75051	1	6	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
#N/A	1	#N/A	75060	1	1683	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
#N/A	1	#N/A	75061	1	2230	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
#N/A	2	#N/A	75070	1	176	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
#N/A	2	#N/A	75071	1	176	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
#N/A	25	#N/A	75080	1	1,008	FALSE	FALSE	0	all	3	0	0	0	0	0	0					
#N/A	25	#N/A	75081	1	1,01	FALSE	FALSE	0	all	3	0	0	0	0	0	0					
#N/A	102	#N/A	75090	1	0,95	FALSE	FALSE	0	all	3	0	18	0	0	0	0					
#N/A	176	#N/A	75100	1	2	FALSE	FALSE	0	player	2	0	25	0	0	0	0					
#N/A	113	#N/A	75110	1	4	FALSE	FALSE	0	player	2	0	15	0	0	0	3					
#N/A	169	#N/A	75130	1	1,02	FALSE	FALSE	0	all	3	0	25	0	0	0	0					
#N/A	169	#N/A	75131	1	1,025	FALSE	FALSE	0	all	3	0	25	0	0	0	0					
#N/A	164	#N/A	75140	1	1,03	FALSE	FALSE	0	all	3	0	25	0	0	0	0					
#N/A	164	#N/A	75141	1	1,035	FALSE	FALSE	0	all	3	0	25	0	0	0	0					
First Effect - Relentless VII	1	Increase maximum HP by $value.	80260	1	6372	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Second Effect - Relentless VII	1	Increase maximum HP by $value.	81012	1	1359	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190400	1	72	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190401	1	76	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190402	1	80	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190403	1	85	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190404	1	90	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190405	1	95	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190406	1	100	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190407	1	106	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190408	1	112	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190409	1	118	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190410	1	125	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190411	1	132	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190412	1	139	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190413	1	147	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190414	1	155	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190415	1	164	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190416	1	173	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190417	1	183	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190418	1	193	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190419	1	203	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190420	1	215	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190421	1	227	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190422	1	239	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190423	1	253	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190424	1	267	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190425	1	281	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190426	1	297	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190427	1	314	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190428	1	331	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190429	1	349	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190430	1	369	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190431	1	389	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190432	1	411	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190433	1	433	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190434	1	457	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190435	1	483	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190436	1	509	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190437	1	537	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190438	1	567	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190439	1	598	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190440	1	631	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190441	1	666	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190442	1	703	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190443	1	742	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190444	1	783	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190445	1	826	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190446	1	872	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190447	1	920	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190448	1	971	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190449	1	1024	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190450	1	1081	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190451	1	1140	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190452	1	1203	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190453	1	1271	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190454	1	1343	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190455	1	1421	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190456	1	1504	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190457	1	1591	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190458	1	1683	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190459	1	1781	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190460	1	1884	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190461	1	1993	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190462	1	2109	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190463	1	2231	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
Raise Max HP	1	Raises max HP by $value.	190464	1	2360	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
IncreaseMaxHP66	1	Raises max HP by $value.	190465	1	2397	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
IncreaseMaxHP67	1	Raises max HP by $value.	190466	1	2536	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
IncreaseMaxHP68	1	Raises max HP by $value.	190467	1	2683	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
IncreaseMaxHP69	1	Raises max HP by $value.	190468	1	2838	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
IncreaseMaxHP70	1	Raises max HP by $value.	190469	1	3003	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
IncreaseMaxHP71	1	Raises max HP by $value.	190470	1	3045	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
IncreaseMaxHP72	1	Raises max HP by $value.	190471	1	3221	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
IncreaseMaxHP73	1	Raises max HP by $value.	190472	1	3408	FALSE	FALSE	0	all	2	0	0	0	0	0	0					
