class	id	Name	tooltip
Common	900001	Summon: Terminus	$H_S_GOODMovement Speed 280$COLOR_END$BRSummon a Nexus Warhorse.
Common	1111231	Summon: Night Mare	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon a Night Mare.
Common	1111232	Summon: Night Mare	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon a Night Mare.
Common	1111321	Summon: Regal Frostlion	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon a Regal Frostlion mount.
Common	1111322	Summon: Regal Frostlion	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon a Regal Frostlion mount.
Common	1111323	Summon: Jeweled Lion	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon a jeweled lion mount.
Common	1111324	Summon: Jeweled Lion	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon a jeweled lion mount.
Common	1111331	Summon: Sleipnir	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon Sleipnir, the celestial warhorse.
Common	1111332	Summon: Sleipnir	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon Sleipnir, the celestial warhorse.
Common	1111361	Summon: Boneshaker	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon Boneshaker, a skeletal warhorse.
Common	1111362	Summon: Boneshaker	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon Boneshaker, a skeletal warhorse.
Common	1111363	Summon: Boneshaker	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon Boneshaker, a skeletal warhorse.
Common	1111371	Summon: Munchhausen	$H_S_GOODMovement Speed 280; MP Replenishment.$COLOR_END$BRSummon the mendacious traveler, Munchhausen.
Common	1111381	Summon: Gourmando	$H_S_GOODMovement Speed 280; HP Recovery.$COLOR_END$BRSummon Gourmando, the infernal glutton, who recovers 0.5% of your max HP every second.
Common	1111411	Summon: Rainbow	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon Rainbow, a unicorn mount.
Common	1111501	Summon: Snowdrift	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon Snowdrift, a snow leopard mount.
Common	1111502	Summon: Snowdrift	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon Snowdrift, a snow leopard mount.
Common	1111503		
Common	1111511	Summon: EX-TRM	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon EX-TRM, a construct mount.
Common	1111512	Summon: Light Lion	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon a Light Lion.
Common	1111513	Summon: Festive Carpet	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon a flying carpet. Obtained by completing multiple achievements in the Festival of the Sun.
Common	1111514	Summon: Waddles	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon a pig mount.
Common	1111515	Summon: Harry Porker	$H_S_GOODMovement Speed 280; HP and MP Restoration.$COLOR_END$BRSummon a smart pig mount that restores HP and MP.
Common	1111516	Summon: Boss	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon a boss hog mount.
Common	1111517	Summon: Petunia	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon a pig mount.
Common	1111518	Summon: Quackerjack	$H_S_GOODMovement Speed 280; HP and MP Restoration.$COLOR_END$BRSummon Quackerjack, the duck mount that restores HP and MP.
Common	1111519	Summon: Duckerberg	$H_S_GOODMovement Speed  280.$COLOR_END$BRSummon a duck mount.
Common	1111520	Summon: Duck (Punk)	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon a Duck (Punk) mount.
Common	1111521	Summon: Carmine	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon a blood-red dracoraptor mount.
Common	1111522	Summon: Carmine	$H_S_GOODMovement Speed 275.$COLOR_END$BRSummon a temporary blood-red dracoraptor mount.
Common	1111523	Summon: Sparky	$H_S_GOODMovement Speed 275.$COLOR_END$BRSummon a dracoraptor mount.
Common	1111524	Summon: Sparky	$H_S_GOODMovement Speed 275.$COLOR_END$BRSummon a temporary dracoraptor mount.
Common	1111525	Summon: Quacklemore	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon a duck mount.
Common	1111526	Summon: Dafi	$H_S_GOODMovement Speed 280; HP and MP Restoration.$COLOR_END$BRSummon Dafi, the manic duck mount that restores HP and MP.
Common	1111527	Summon: Shadow Steed	$H_S_GOODMovement Speed 275.$COLOR_END$BRSummon a shadow steed.
Common	1111528	Summon: Death Charger	$H_S_GOODMovement Speed 275.$COLOR_END$BRSummon a death charger.
Common	1111529	Summon: Rootstock Carpet	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon a 21-day Rootstock flying carpet.
Common	1111530	Summon: Moonsilk Carpet	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon a permanent moonsilk flying carpet.
Common	1111531	Summon: Harley	$H_S_GOODMovement Speed 280; HP and MP Restoration.$COLOR_END$BRSummon a red hog that restores HP and MP.
Common	1111532	Summon: Blitz	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon Blitz, the steel wolf.
Common	1111533	Summon: Baekho	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon Baekho, the white tiger.
Common	1111534	Summon: Khan	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon Khan, the armored white tiger.
Common	1111535	Summon: Hobbes	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon Hobbes, a  tiger mount.
Common	1111536	Summon: Sundarban	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon Sundarban, the armored tiger.
Common	1111537	Summon: Glimmer	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon Glimmer, a gold wolf mount.
Common	1111538	Summon: Temper	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon Temper, a brass wolf mount.
Common	1111539	Summon: Cinder	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon Cinder, a black wolf mount.
Common	1111540	Summon: Slash	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon Slash, a deathsteel wolf mount.
Common	1111541	Summon: Aeolian Zebra	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon a zebra mount.
Common	1111542	[Event] Summon: Glimmer	$H_S_GOODMovement Speed 280; HP and MP Restoration.$COLOR_END$BRSummon Glimmerheart, a gold wolf mount for one day that restores HP and MP by 0.5% every second.
Common	1111543	Summon White Tiger	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon a White Tiger that grants HP recovery.
Common	1111544	Summon Roaring Armored White Tiger	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon a Roaring Armored White Tiger that grants HP recovery.
Common	1111545	Summon Fierce Tiger	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon a Fierce Tiger that grants HP recovery.
Common	1111546	Summon Roaring Armored Fierce Tiger	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon a Roaring Armored Fierce Tiger that grants HP recovery.
Common	1111547	Summon: Soccer Mania Supporter Tiger	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon a Soccer Mania Supporter Tiger.
Common	1111548	Summon: Soccer Mania Supporter White Tiger	$H_S_GOODMovement Speed 280; HP and MP Restoration.$COLOR_END$BRSummon Soccer Mania Supporter White Tiger, an athletic white tiger, a mount that restores HP and MP by 0.5% every second.
Common	1111549	Summon: Soccer Mania Giant Korean Tiger us	$H_S_GOODMovement Speed 280; HP Recovery.$COLOR_END$BRSummon a Soccer Mania Giant Korean Tiger us that grants HP recovery.
Common	1111550	Summon: Soccer Mania Giant Korean White Tiger us	$H_S_GOODMovement Speed 280; HP and MP Restoration.$COLOR_END$BRSummon Soccer Mania Giant White Tiger, an athletic white tiger, a mount that restores HP and MP by 0.5% every second.
Common	1111551	Summon: Tamed Arborean Black Steed	$H_S_GOODMovement Speed 260.$COLOR_END$BRSummon a well tamed Arborean black steed.
Common	1111552	Summon: Quackerjack	$H_S_GOODMovement Speed 280; HP and MP Restoration.$COLOR_END$BRSummon Quackerjack, the duck mount that restores HP and MP.
Common	1111553	Summon: Duckerberg	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon a duck  mount.
Common	1111554	Summon: Quacklemore	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon a duck  mount.
Common	1111555	Summon: Dafi	$H_S_GOODMovement Speed 280; HP and MP Restoration.$COLOR_END$BRSummon Dafi, the manic duck mount that restores HP and MP.
Common	1111556	Summon: Blue Ookami	$H_S_GOODMovement Speed 280. Replenishes your HP$COLOR_END$BRSummon an Ookami mount.
Common	1111557	Summon: Red Ookami	$H_S_GOODMovement Speed 280; HP and MP Restoration.$COLOR_END$BRSummon Red Mane Wolf, a mount that restores HP and MP by 0.5% every second.
Common	1111558	[Previous Benefit] Summon: Rainbow	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon a Rainbow, a unicorn mount.
Common	1111559	[Invite A Friend Event] Summon: Lioness	$H_S_GOODMovement Speed 280$COLOR_END$BRSummon a lioness mount.
Common	1111560	Summon: Police Car	$H_S_GOODMovement Speed 280; HP and MP Restoration.$COLOR_END$BRSummon a Police Car that restores HP and MP.
Common	1111561	Summon: Crimsonheart	$H_S_GOODMovement Speed 280. HP and MP Restoration.$COLOR_END$BRSummon a red dragon mount that restores HP and MP.
Common	1111562	Summon: Jeweled Lion (15 Days)	$H_S_GOODMovement Speed 280$COLOR_END$BRSummon a Jeweled Lion  mount for 15 days.
Common	1111563	Summon: Crimson	$H_S_GOODMovement Speed 280$COLOR_END$BRSummon a fiery red dragon mount.
Common	1111564	Summon: Portersprint	$H_S_GOODMovement Speed 280; MP Replenishment.$COLOR_END$BRSummon Porterspring, a kumas that replenishes your MP
Common	1111565	Summon: Blithespring	$H_S_GOODMovement Speed 280. Restores MP$COLOR_END$BRSummon Blithespring, festive holiday kumas that replenishes your MP.
Common	1111566	Summon: Wintera Snowbite	$H_S_GOODMovement Speed 280; HP and MP Restoration.$COLOR_END$BRSummon Wintera Snowbite mount that restores HP and MP.
Common	1111567	Summon: Christmas Kumas	$H_S_GOODMovement Speed 280; HP and MP Restoration.$COLOR_END$BRSummon Christmas Kumas that restores HP and MP.
Common	1111568	Summon: Snowbite	$H_S_GOODMovement Speed 280; HP and MP Restoration.$COLOR_END$BRSummon Snowbite mount that restores HP and MP.
Common	1111570		
Common	1111571		
Common	1111572		
Common	1111573	Summon: Jade	$H_S_GOODMovement Speed 270$COLOR_END$BRSummon Jade, a green dragon mount.
Common	1111651	Summon: Ember	$H_S_GOODMovement Speed 280; HP and MP Restoration.$COLOR_END$BRSummon Ember, a fiery struthio mount that restores 0.5% of your max HP and MP every second.
Common	1111911	Summon: Shadow Steed	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon a shadow steed.
Common	1111921	Summon: Electrum Wind	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon Electrum Wind.
Common	1111961	Summon: Death Charger	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon a death charger.
Common	1111981	Summon: Tawny Huntress	$H_S_GOODMovement Speed 280$COLOR_END$BRSummon Tawny Huntress, a lioness mount.
Common	1112001	Summon: Soccer Mania Southern Tiger	$H_S_GOODMovement Speed 280$COLOR_END$BRSummon a Soccer Mania Southern Tiger.
Common	1112002	Summon: Soccer Mania Southern White Tiger	$H_S_GOODMovement Speed 280. HP and MP Restoration.$COLOR_END$BRSummon a Soccer Mania Southern White Tiger that restores HP and MP.
Common	1112003	Summon: Soccer Mania Giant Brazilian Tiger	$H_S_GOODMovement Speed 280$COLOR_END$BRSummon a Soccer Mania Giant Tiger.
Common	1112004	Summon: Soccer Mania Giant White Brazilian Tiger	$H_S_GOODMovement Speed 280$COLOR_END$BRSummon Soccer Mania Giant Tiger.
Common	1701270	Summon: Glory	$H_S_GOODMovement Speed 280$COLOR_END$BRSummon a spirit wolf mount.
Common	1701271	Summon: Snarl	$H_S_GOODMovement Speed 280$COLOR_END$BRSummon a spirit wolf mount.
Common	1701272	Summon: Paddy	$H_S_GOODMovement Speed 280$COLOR_END$BRSummon a police car.
Common	1701273	Summon: Aurum	$H_S_GOODMovement Speed 280$COLOR_END$BRSummon a golden dragon mount.
Common	1701274	Summon: Snowball Kumas	$H_S_GOODMovement Speed 280$COLOR_END$BRSummon a Snowball Kumas mount.
Common	1701275	Summon: Brass Kumas	$H_S_GOODMovement Speed 280$COLOR_END$BRSummon a Brass Kumas mount.
Common	1701276	Summon: Snowball Giant Snowman	$H_S_GOODMovement Speed 280$COLOR_END$BRSummon Snowball Giant Snowman.
Common	1701277	Summon: Santa Kumas	$H_S_GOODMovement Speed 280$COLOR_END$BRSummon a Santa Kumas mount.
Common	1701278		
Common	1701279	Summon: Rudolf the Giant Snowman	$H_S_GOODMovement Speed 280$COLOR_END$BRSummon Rudolf the Giant Snowman.
Common	1701280		
Common	1701281		
Common	1701282		
Common	1701283		
Common	1701284		
Common	1701285		
Common	1701292		
Common	1701293		
Common	1701294		
Common	1701295		
Common	2222537	Summon: Glimmer	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon Glimmer, a gold wolf mount.
Common	2222538	Summon: Temper	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon Temper, a brass wolf mount.
Common	2222539	Summon: Cinder	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon Cinder, a black wolf mount.
Common	2222540	Summon: Slash	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon Slash, a deathsteel wolf mount.
Common	2222541	Summon: Slashburn	$H_S_GOODMovement Speed 280; HP and MP Restoration.$COLOR_END$BRSummon Slasheart, a Deathsteel wolf mount that restores 0.5% of your max HP and MP every second.
Common	2222542	Summon: Blitz	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon Blitz, a steel wolf mount.
Common	2222543	Summon: Glimmer	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon Glimmer, a gold wolf mount.
Common	2222544	Summon: Temper	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon Temper, a brass wolf mount.
Common	2222545	Summon: Cinder	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon Cinder, a black wolf mount.
Common	2222546	Summon: Slash	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon Slash, a deathsteel wolf mount.
Common	2222547	Summon: Glimmerforce	$H_S_GOODMovement Speed 280; HP Recovery.$COLOR_END$BRSummon Glimmerforce, a gold wolf mount that recovers 0.5% of your max HP every second.
Common	2222548	Summon: Glimmerforce	$H_S_GOODMovement Speed 280; HP Recovery.$COLOR_END$BRSummon Glimmerforce, a gold wolf mount that recovers 0.5% of your max HP every second.
Common	2222549	Summon: Glimmershine	$H_S_GOODMovement Speed 280; MP Replenishment.$COLOR_END$BRSummon Glimmershine, a gold wolf mount that replenishes 0.5% of your max MP every second.
Common	2222550	Summon: Glimmershine	$H_S_GOODMovement Speed 280; MP Replenishment.$COLOR_END$BRSummon Glimmershine, a gold wolf mount that replenishes 0.5% of your max MP every second.
Common	2222551	Summon: Glimmerheart	$H_S_GOODMovement Speed 280; HP and MP Restoration.$COLOR_END$BRSummon Glimmerheart, a gold wolf mount that restores 0.5% of your max HP and MP every second.
Common	2222552	Summon: Glimmerheart	$H_S_GOODMovement Speed 280; HP and MP Restoration.$COLOR_END$BRSummon Glimmerheart, a gold wolf mount that restores 0.5% of your max HP and MP every second.
Common	2222553	Summon: Cinderstorm	$H_S_GOODMovement Speed 280; HP Recovery.$COLOR_END$BRSummon Cinderstorm, a black wolf mount that recovers 0.5% of your max HP every second.
Common	2222554	Summon: Cinderstorm	$H_S_GOODMovement Speed 280; HP Recovery.$COLOR_END$BRSummon Cinderstorm, a black wolf mount that recovers 0.5% of your max HP every second.
Common	2222555	Summon: Cinderglow	$H_S_GOODMovement Speed 280; MP Replenishment.$COLOR_END$BRSummon Cinderglow, a black wolf mount that replenishes 0.5% of your max MP every second.
Common	2222556	Summon: Cinderglow	$H_S_GOODMovement Speed 280; MP Replenishment.$COLOR_END$BRSummon Cinderglow, a black wolf mount that replenishes 0.5% of your max MP every second.
Common	2222557	Summon: Cinderheart	$H_S_GOODMovement Speed 280; HP and MP Restoration.$COLOR_END$BRSummon Cinderheart, a black wolf mount that restores 0.5% of your max HP and MP every second.
Common	2222558	Summon: Cinderheart	$H_S_GOODMovement Speed 280; HP and MP Restoration.$COLOR_END$BRSummon Cinderheart, a black wolf mount that restores 0.5% of your max HP and MP every second.
Common	2222559	Summon: Lupus Obscurus	$H_S_GOODMovement Speed 280; MP Replenishment.$COLOR_END$BRSummon a Lupus Obscurus, the mystical wolf that replenishes 0.5% of your max MP every second.
Common	2222560	Summon: Nexus Warhorse	$H_S_GOODMovement Speed 275.$COLOR_END$BRSummon a Nexus Warhorse. You can obtain this mount from the federation bill store.
Common	2222561	Summon: Aeolian Zebra	$H_S_GOODMovement Speed 275.$COLOR_END$BRSummon an Aeolian Zebra. You can obtain this mount from the federation bill store.
Common	2222562	Summon: Death Charger	$H_S_GOODMovement Speed 275.$COLOR_END$BRSummon a death charger. You can obtain this mount from the federation bill store.
Common	2222563	Summon: Blitzheart	$H_S_GOODMovement Speed 280; HP and MP Restoration.$COLOR_END$BRSummon Blitzheart, a steel wolf that restores 0.5% of your max HP and MP every second.
Common	2222564	Summon: Blitzheart	$H_S_GOODMovement Speed 280; HP and MP Restoration.$COLOR_END$BRSummon Blitzheart, a steel wolf that restores 0.5% of your max HP and MP every second.
Common	2222565	Summon: Temperheart	$H_S_GOODMovement Speed 280; HP and MP Restoration.$COLOR_END$BRSummon Temperheart, a brass wolf mount that restores 0.5% of your max HP and MP every second.
Common	2222566	Summon: Temperheart	$H_S_GOODMovement Speed 280; HP and MP Restoration.$COLOR_END$BRSummon Temperheart, a brass wolf mount that restores 0.5% of your max HP and MP every second.
Common	2222567	Summon: Slasheart	$H_S_GOODMovement Speed 280; HP and MP Restoration.$COLOR_END$BRSummon Slasheart, a deathsteel wolf mount that restores 0.5% of your max HP and MP every second.
Common	2222568	Summon: Slasheart	$H_S_GOODMovement Speed 280; HP and MP Restoration.$COLOR_END$BRSummon Slasheart, a deathsteel wolf mount that restores 0.5% of your max HP and MP every second.
Common	2222569	Summon: Moonglow	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon Moonglow, a tiger mount.
Common	2222570	Summon: Shimmer	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon Shimmer, a tiger mount.
Common	2222571	Summon: Sunchaser	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon Sunchaser, a tiger mount.
Common	2222572	Summon: Tinder	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon Tinder, a tiger mount.
Common	2222573	Summon: Shimmersoul	$H_S_GOODMovement Speed 280; MP Replenishment.$COLOR_END$BRSummon Shimmersoul, a tiger mount that replenishes 0.5% of your max MP every second.
Common	2222574	Summon: Shimmersoul	$H_S_GOODMovement Speed 280; MP Replenishment.$COLOR_END$BRSummon Shimmersoul, a tiger mount that replenishes 0.5% of your max MP every second.
Common	2222575	Summon: Fate	$H_S_GOODMovement Speed 280; HP Recovery.$COLOR_END$BRSummon Fate, a tiger mount that recovers 0.5% of your max HP every second.
Common	2222576	Summon: Fate	$H_S_GOODMovement Speed 280; HP Recovery.$COLOR_END$BRSummon Fate, a tiger mount that recovers 0.5% of your max HP every second.
Common	2222577	Summon: Shimmerheart	$H_S_GOODMovement Speed 280; HP and MP Restoration.$COLOR_END$BRSummon Shimmerheart, a tiger mount that restores 0.5% of your max HP and MP every second.
Common	2222578	Summon: Shimmerheart	$H_S_GOODMovement Speed 280; HP and MP Restoration.$COLOR_END$BRSummon Shimmerheart, a tiger mount that restores 0.5% of your max HP and MP every second.
Common	2222579	Summon: Tindersoul	$H_S_GOODMovement Speed 280; MP Replenishment.$COLOR_END$BRSummon Tindersoul, a tiger mount that replenishes 0.5% of your max MP every second.
Common	2222580	Summon: Tindersoul	$H_S_GOODMovement Speed 280; MP Replenishment.$COLOR_END$BRSummon Tindersoul, a tiger mount that replenishes 0.5% of your max MP every second.
Common	2222581	Summon: Tinderclaw	$H_S_GOODMovement Speed 280; HP Recovery.$COLOR_END$BRSummon Tinderclaw, a tiger mount that recovers 0.5% of your max HP every second.
Common	2222582	Summon: Tinderclaw	$H_S_GOODMovement Speed 280; HP Recovery.$COLOR_END$BRSummon Tinderclaw, a tiger mount that recovers 0.5% of your max HP every second.
Common	2222583	Summon: Tinderheart	$H_S_GOODMovement Speed 280; HP and MP Restoration.$COLOR_END$BRSummon Tinderheart, a tiger mount that restores 0.5% of your max HP and MP every second.
Common	2222584	Summon: Tinderheart	$H_S_GOODMovement Speed 280; HP and MP Restoration.$COLOR_END$BRSummon Tinderheart, a tiger mount that restores 0.5% of your max HP and MP every second.
Common	2222585	Summon: Silva	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon Silva, an athletic tiger mount.
Common	2222586	Summon: Dante	$H_S_GOODMovement Speed 280; MP Replenishment.$COLOR_END$BRSummon Dante, an athletic tiger mount that replenishes 0.5% of your max MP every second.
Common	2222587	Summon: Cesar	$H_S_GOODMovement Speed 280; HP Recovery.$COLOR_END$BRSummon Cesar, an athletic tiger mount that recovers 0.5% of your max HP every second.
Common	2222588	Summon: Oscar	$H_S_GOODMovement Speed 280; HP and MP Restoration.$COLOR_END$BRSummon Oscar, an athletic tiger mount that restores 0.5% of your max HP and MP every second.
Common	2222589	Summon: Silva	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon Silva, an athletic tiger mount.
Common	2222590	Summon: Dante	$H_S_GOODMovement Speed 280; MP Replenishment.$COLOR_END$BRSummon Dante, an athletic tiger mount that replenishes 0.5% of your max MP every second.
Common	2222591	Summon: Cesar	$H_S_GOODMovement Speed 280; HP Recovery.$COLOR_END$BRSummon Cesar, an athletic tiger mount that recovers 0.5% of your max HP every second.
Common	2222592	Summon: Oscar	$H_S_GOODMovement Speed 280; HP and MP Restoration.$COLOR_END$BRSummon Oscar, an athletic tiger mount that restores 0.5% of your max HP and MP every second.
Common	2222593	Summon: Ronaldo	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon Ronaldo, an athletic white tiger.
Common	2222594	Summon: Lucio	$H_S_GOODMovement Speed 280; MP Replenishment.$COLOR_END$BRSummon Lucio, an athletic white tiger that replenishes 0.5% of your max MP every second.
Common	2222595	Summon: Neymar	$H_S_GOODMovement Speed 280; HP Recovery.$COLOR_END$BRSummon Neymar, an athletic white tiger that recovers 0.5% of your max HP every second.
Common	2222596	Summon: Pele	$H_S_GOODMovement Speed 280; HP and MP Restoration.$COLOR_END$BRSummon Pele, an athletic white tiger mount that restores 0.5% of your max HP and MP every second.
Common	2222597	Summon: Ronaldo	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon Ronaldo, an athletic white tiger.
Common	2222598	Summon: Lucio	$H_S_GOODMovement Speed 280; MP Replenishment.$COLOR_END$BRSummon Lucio, an athletic white tiger that replenishes 0.5% of your max MP every second.
Common	2222599	Summon: Neymar	$H_S_GOODMovement Speed 280; HP Recovery.$COLOR_END$BRSummon Neymar, an athletic white tiger that recovers 0.5% of your max HP every second.
Common	2222600	Summon: Pele	$H_S_GOODMovement Speed 280; HP and MP Restoration.$COLOR_END$BRSummon Pele, an athletic white tiger mount that restores 0.5% of your max HP and MP every second.
Common	2222601	Summon: Kwak	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon Kwak, an athletic tiger mount.
Common	2222602	Summon: Jung	$H_S_GOODMovement Speed 280; MP Replenishment.$COLOR_END$BRSummon Jung, an athletic tiger mount that replenishes 0.5% of your max MP every second.
Common	2222603	Summon: Ji	$H_S_GOODMovement Speed 280; HP Recovery.$COLOR_END$BRSummon Ji, an athletic tiger mount that recovers 0.5% of your max HP every second.
Common	2222604	Summon: Koo	$H_S_GOODMovement Speed 280; HP and MP Restoration.$COLOR_END$BRSummon Koo, an athletic tiger mount that restores 0.5% of your max HP and MP every second.
Common	2222605	Summon: Kwak	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon Kwak, an athletic tiger mount.
Common	2222606	Summon: Jung	$H_S_GOODMovement Speed 280; MP Replenishment.$COLOR_END$BRSummon Jung, an athletic tiger mount.
Common	2222607	Summon: Ji	$H_S_GOODMovement Speed 280; HP Recovery.$COLOR_END$BRSummon Ji, an athletic tiger mount that recovers 0.5% of your max HP every second.
Common	2222608	Summon: Koo	$H_S_GOODMovement Speed 280; HP and MP Restoration.$COLOR_END$BRSummon Koo, an athletic tiger mount that restores 0.5% of your max HP and MP every second.
Common	2222609	Summon: Park	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon Park, an athletic white tiger.
Common	2222610	Summon: Lee	$H_S_GOODMovement Speed 280; MP Replenishment.$COLOR_END$BRSummon Lee, an athletic white tiger that replenishes 0.5% of your max MP every second.
Common	2222611	Summon: Ki	$H_S_GOODMovement Speed 280; HP Recovery.$COLOR_END$BRSummon Ki, an athletic white tiger that recovers 0.5% of your max HP every second.
Common	2222612	Summon: Hong	$H_S_GOODMovement Speed 280; HP and MP Restoration.$COLOR_END$BRSummon Hong, an athletic white tiger that restores 0.5% of your max HP and MP every second.
Common	2222613	Summon: Park	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon Park, an athletic white tiger.
Common	2222614	Summon: Lee	$H_S_GOODMovement Speed 280; MP Replenishment.$COLOR_END$BRSummon Lee, an athletic white tiger that replenishes 0.5% of your max MP every second.
Common	2222615	Summon: Ki	$H_S_GOODMovement Speed 280; HP Recovery.$COLOR_END$BRSummon Ki, an athletic white tiger that recovers 0.5% of your max HP every second.
Common	2222616	Summon: Hong	$H_S_GOODMovement Speed 280; HP and MP Restoration.$COLOR_END$BRSummon Hong, an athletic white tiger that restores 0.5% of your max HP and MP every second.
Common	2222617	Summon: Glory	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon Glory, a spirit wolf mount.
Common	2222618	Summon: Glory	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon Glory, a spirit wolf mount.
Common	2222619	Summon: Gloryshine	$H_S_GOODMovement Speed 280; MP Replenishment.$COLOR_END$BRSummon Gloryshine, a spirit wolf that replenishes 0.5% of your max MP every second.
Common	2222620	Summon: Gloryshine	$H_S_GOODMovement Speed 280; MP Replenishment.$COLOR_END$BRSummon Gloryshine, a spirit wolf that replenishes 0.5% of your max MP every second.
Common	2222621	Summon: Gloryforce	$H_S_GOODMovement Speed 280; HP Recovery.$COLOR_END$BRSummon Gloryforce, a spirit wolf that recovers 0.5% of your max HP every second.
Common	2222622	Summon: Gloryforce	$H_S_GOODMovement Speed 280; HP Recovery.$COLOR_END$BRSummon Gloryforce, a spirit wolf that recovers 0.5% of your max HP every second.
Common	2222623	Summon: Gloryheart	$H_S_GOODMovement Speed 280; HP and MP Restoration.$COLOR_END$BRSummon Gloryheart, a spirit wolf mount that restores 0.5% of your max HP and MP every second.
Common	2222624	Summon: Gloryheart	$H_S_GOODMovement Speed 280; HP and MP Restoration.$COLOR_END$BRSummon Gloryheart, a spirit wolf mount that restores 0.5% of your max HP and MP every second.
Common	2222625	Summon: Jeweled Lion	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon a Jeweled Lion mount.
Common	2222626	Summon: Snarl	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon Snarl, a spirit wolf mount.
Common	2222627	Summon: Snarl	$H_S_GOODMovement Speed 280.$COLOR_END$BRSummon Snarl, a spirit wolf mount.
Common	2222628	Summon: Snarlspring	$H_S_GOODMovement Speed 280; MP Replenishment.$COLOR_END$BRSummon Snarlspring, a spirit wolf that replenishes 0.5% of your max MP every second.
Common	2222629	Summon: Snarlspring	$H_S_GOODMovement Speed 280; MP Replenishment.$COLOR_END$BRSummon Snarlspring, a spirit wolf that replenishes 0.5% of your max MP every second.
