name	name2	animDuration	moveDir	moveDistance1	moveDistance2	moveDistance3	moveDistance4	moveDistance5	moveDistance6	moveDistance7	rootMotion	rootRotate	rotateYaw
HighElf_M_ANI.Anim.HighElf_M_Class08_Anim	ShackleShot	1333	0	0	0	0	0	0	0	0	False	False	0
HighElf_M_ANI.Anim.HighElf_M_Class08_Anim	ShortTeleportEnd	533	0	0	0	0	0	0	0	0	False	False	0
HighElf_M_ANI.Anim.HighElf_M_Class08_Anim	ShortTeleportStart	333	0	0	0	0	0	0	0	0	False	False	0
HighElf_M_ANI.Anim.HighElf_M_Class08_Anim	slow	1533	0	0	0	0	0	0	0	0	False	False	0
HighElf_M_ANI.Anim.HighElf_M_Class08_Anim	sReaction	900	0	0	0	0	0	0	0	0	False	False	0
HighElf_M_ANI.Anim.HighElf_M_Class08_Anim	suckHpEnd	1033	0	0	0	0	0	0	0	0	False	False	0
HighElf_M_ANI.Anim.HighElf_M_Class08_Anim	suckHpLoop	1033	0	0	0	0	0	0	0	0	False	False	0
HighElf_M_ANI.Anim.HighElf_M_Class08_Anim	suckHpStart	1033	0	0	0	0	0	0	0	0	False	False	0
HighElf_M_ANI.Anim.HighElf_M_Class08_Anim	Wait	1733	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	BehindCatchStart	333	0	3,428573	6,857144	10,2857151	13,9285746	19,2857151	24,6428566	30	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	bReactionCom2	1933	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	bReactionCom3	1933	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	bReactionDown2	1066	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	bReactionDown3	1033	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	bReactionLand3	1533	32768	27,7359943	53,2043152	63,60659	70	70	70	70	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	bReactionRolling3	333	32768	10,000001	20	30,0000019	40,0000038	50	60	70	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	bReactionStart2	1450	32768	26,43767	58,1628723	85,00875	97,8243942	99,63954	99,98488	100	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	bReactionStart3	1633	32768	63,8833771	127,21228	162,00769	196,803085	237,142868	276,785736	340	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	combo1	733	0	8,481004	16,9620075	29,0948315	43,87694	47,44442	47,48921	47,534	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	combo1R	733	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	combo2	833	0	6,016718	12,0334358	18,0501537	24,06687	30,0835838	36,1003036	42,11702	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	combo2R	1100	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	combo3	833	0	6,016716	12,0334339	18,05015	24,0668678	28,07801	28,07801	28,07801	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	combo3R	533	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	combo4	1333	0	16,0862045	32,1724052	48,25861	64,34481	66,40714	66,40714	66,40714	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	DashSlashLoop	500	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	DashSlashShot	1033	0	27,8941326	63,05674	91,69683	100	100	100	100	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	DeafeningRoarLoop	1033	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	DeafeningRoarShot	1033	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	DeafeningRoarStart	733	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	Death	3200	32768	81,19482	100	100	100	100	100	100	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	deathwait	100	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	defenceCancel	1033	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	defenceHit	1033	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	defenceLoop	1500	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	defenceStart	533	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	DownBlow	1633	0	7,370766	33,061924	50	50	50	50	50	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	EvasionAttack	2133	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	Groggy1	2083	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	GuardReaction1	866	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	GunsungCombo1	833	0	33,26491	57,2899475	81,45151	112,123184	133,0417	145,800339	155,302856	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	GunsungCombo1R	566	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	GunsungCombo2	1733	0	32,59611	66,32482	79,88128	91,0392151	92,1048	92,1048	92,1048	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	HeavyBite	2933	0	53,963707	109,748009	130,648544	147,954422	150	150	150	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	inspiringRoar	833	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	inweapon	1333	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	nanmu1	1833	0	23,39137	46,7827377	67,08971	75	75	75	75	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	nanmu2	600	0	5,375506	10,6817694	15,8913946	20,9830475	25,9332924	30,7144661	35,3118324	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	nanmu3	433	0	3,11122	5,992309	8,522436	10,7588015	12,8006468	14,7458	16,67784	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	nanmu4	400	0	1,848743	3,830128	6,030604	8,675567	11,8762	15,3296957	18,7073326	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	nanmu5	1566	0	20,422226	42,84041	63,3516579	75,83187	89,41672	95,24101	95,24101	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	outweapon	1500	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	pointAttack1	3133	0	26,6885967	42,991333	73,8475342	132,697678	142,8332	143,349747	143,349747	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	pointAttack2	533	0	8,644832	12,9899092	16,62841	19,765543	22,6065044	25,3565044	28,01375	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	pointAttack3	666	0	2,090291	8,972637	12,0603189	15,1480007	17,2017231	19,1980057	22,7206154	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	pointAttack4	633	0	3,385906	5,134757	7,185575	10,0215044	12,8574352	14,1178455	14,1178474	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	pointAttack5	1500	0	20,62282	49,9253464	74,15152	83,99504	90,67774	97,3129654	97,61456	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	PointStrike	1333	0	48,526783	127,113258	127,113258	127,113258	127,113258	127,113258	127,113258	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	PoisonBlow	1033	0	27,5642471	40	40	40	40	40	40	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	Raker	1933	0	12,71492	53,40453	95,8437	132,954987	150	150	150	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	RapidSlash1	833	0	0	27,11432	52,6876259	67,48752	99,32588	144,5111	150,000214	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	RapidSlash2	283	0	1,428541	2,857082	4,285623	5,714164	7,142705	8,571246	9,999786	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	RapidSlash2R	1033	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	RapidSlash3	2066	0	15,6890068	75	90	110,000008	110	135	135	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	RisingAttack	1733	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	run	833	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	Rupture	2033	0	36,6789932	70,1904755	81,61905	93,04762	104,476189	110	110	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	sReaction	850	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	tumbling	1033	0	30,8871918	71,41846	113,594193	148,383423	150	150	150	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	TurnAttack	1533	0	49,7791519	57,612175	65,58224	74,64839	80,69249	80,69249	80,69249	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	VoidtrapLoop	1033	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	Voidtrapshot	1133	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	Voidtrapstart	933	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class01_Anim	Wait	2133	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	bug	3400	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	campitemUse	866	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	Charge	1266	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	climbdown	1133	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	climbEnd	5733	0	0	0	0	9,244963	19,9122219	19,9122219	19,9122219	True	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	ClimbLoop	1083	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	climbup	1133	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	Craft_energy	1666	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	Craft_metal	1200	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	Craft_sew	1266	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	Enchant	1333	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	fall	800	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	Halt	1266	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	Herb	2400	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	JumpEnd	850	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	JumpEndLand	933	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	JumpLoop	800	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	JumpStart	800	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	land	1066	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	mine	1666	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	Pickup	633	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	PvpAttackshotMove	1533	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	PvpAttackshotStand	1533	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	PvpBuffShotMove	1533	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	PvpBuffShotStand	1533	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	PvpCastingMove	900	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	PvpCastingStand	1266	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	R01idle01	4033	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	R01idle02	5366	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	R01Jump01	2700	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	R01JumpEnd	700	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	R01JumpEndLand	400	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	R01JumpLoop	766	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	R01JumpStart	800	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	R01Run	500	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	R01RunFast	500	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	R01talk	6300	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	R01TurnL	1100	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	R01TurnR	1100	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	R01unarmedWait	2866	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	R02idle01	4300	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	R02idle02	6700	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	R02Jump01	4033	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	R02JumpEnd	700	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	R02JumpEndLand	300	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	R02JumpLoop	766	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	R02JumpStart	800	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	R02Run	1100	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	R02RunFast	1100	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	R02talk	6300	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	R02unarmedWait	2866	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	R03Jump01	2600	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	R03JumpEnd	633	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	R03JumpEndLand	533	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	R03JumpLoop	766	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	R03JumpStart	733	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	R03Run	900	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	R03UnarmedWait	2866	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	R04Jump01	2466	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	R04JumpEnd	1066	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	R04JumpEndLand	633	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	R04JumpLoop	766	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	R04JumpStart	800	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	R04Run	500	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	R04UnarmedWait	2866	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	recall	3066	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	ride	33	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	School_Photo	2833	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	School_SitEnd	2100	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	School_SitLoop	2166	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	School_SitStart	2066	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	SitEnd	3066	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	SitLoop	2083	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	SitStart	3066	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	Slide	766	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	summonPet	2066	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	swim	1133	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	swimDeath	2416	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	swimDeathWait	2416	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	swimLoop	1416	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	Throw_Q	1533	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	unarmedrun	833	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	unarmedwait	3066	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim	Walk	968	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim_Level3I	idle1	6750	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim_Level3I	idle2	7750	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim_Level3I	idle3	9583	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim_Level3S	angry	5250	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim_Level3S	applaud	4266	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim_Level3S	attack	3466	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim_Level3S	beg	4083	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim_Level3S	bow	4916	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim_Level3S	dance	7916	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim_Level3S	fund	2333	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim_Level3S	GFTime	19066	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim_Level3S	GFToday	18533	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim_Level3S	greet	5266	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim_Level3S	pointing	3416	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim_Level3S	propose	5916	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim_Level3S	request	5416	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim_Level3S	shy	5000	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim_Level3S	smile	5333	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim_Level3S	sob	5416	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim_Level3S	taunt	4583	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim_Level3S	victory	3933	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim_Level3S	worry	5250	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim_level3T	talk1	11750	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim_level3T	talk2	11416	0	0	0	0	0	0	0	0	False	False	0
Highelf_F_ANI.Anim.Highelf_F_Share_Anim_level3T	talk3	11750	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class02_Anim	AdvChargeLoop	500	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class02_Anim	BackDash	833	32768	41,7019539	80,77353	119,845093	147,903336	150	150	150	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class02_Anim	bReactionCom2	1933	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class02_Anim	bReactionCom3	1933	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class02_Anim	bReactionDown2	1333	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class02_Anim	bReactionDown3	1033	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class02_Anim	bReactionLand3	1533	32768	27,7159538	54,52164	66,0990143	70	70	70	70	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class02_Anim	bReactionRolling3	333	32768	10,5292854	20,7446938	30,7262268	40,5477524	50,30773	60,09847	70	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class02_Anim	bReactionStart2	1450	32768	35,2	89,6	100	100	100	100	100	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class02_Anim	bReactionStart3	1633	32768	66,0197449	118,786865	158,308472	194,326141	236,392792	277,439178	340	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class02_Anim	combo1	833	0	11,14776	26,8857765	42,6237869	55,08305	55,083046	55,0830421	55,083046	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class02_Anim	combo1R	766	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class02_Anim	combo2	1233	0	0	0	0	15,6530085	30,679882	30,6798859	30,6798878	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class02_Anim	combo2R	700	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class02_Anim	combo3	2533	0	0	0	28,91938	39,3624649	44,32279	59,20376	64,36248	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class02_Anim	Death	3250	32768	81,92749	100	100	100	100	100	100	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class02_Anim	deathwait	33	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class02_Anim	defenceCancel	1033	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class02_Anim	defenceHit	1033	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class02_Anim	defenceLoop	1500	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class02_Anim	defenceStart	566	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class02_Anim	Groggy1	2083	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class02_Anim	GuardReaction1	533	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class02_Anim	HookShotEnd	933	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class02_Anim	HookShotLoop	966	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class02_Anim	HookShotstart	733	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class02_Anim	inspiringRoar	733	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class02_Anim	inweapon	1366	0	0	0	0	0	0	0	0	False	False	0
HighElf_F_ANI.Anim.HighElf_F_Class02_Anim	LeapAttackShot	1633	0	19,2691612	35,9095764	47,7277832	49,9999962	49,9999962	49,9999962	49,9999962	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class02_Anim	LeapAttackStart	633	0	5,002372	10,0072031	15,0129232	20,01844	25,0225964	30,0228329	35	True	False	0
HighElf_F_ANI.Anim.HighElf_F_Class02_Anim	outweapon	1200	0	0	0	0	0	0	0	0	False	False	0
