id	class	skill	name	tooltip	passivityLink	level	grade	parentId	recommendationPriority	takePoint	recommendationMargin	showCrestRemainedInfoIfGreaterThan
23054	slayer	Backstab	Blazing Backstab	Speeds casting of Heart Thrust by 35% for a few seconds.	23054		1	23030	335	3	0	6
23055	slayer	Whirlwind	Keen Whirlwind	Triples Crit Factor.	23055		1	0	500	5	0	6
23056	slayer	Evasive Roll	Powerlinked Evasive Roll	Increases skill damage of Backstab by 25% for a few seconds.	23056		1	0	315	4	0	6
23057	slayer	Heart Thrust	Keen Heart Thrust	Triples Crit Factor.	23057		1	0	500	5	0	6
23058	slayer	Overpower	Keen Overpower	Doubles Crit Factor for the next attack.	23058		1	0	500	5	0	6
23059	slayer	Overpower	Powerlinked Overpower	Increases skill damage by 10% for the next attack.	23059		1	0	500	5	0	6
23060	slayer	Startling Kick	Hastened Startling Kick	Speeds casting by $value.	23060		1	0	370	3	0	6
23061	slayer	Measured Slice	Carving Measured Slice	Doubles the chance to crit.	23061	60	0	0	500	5	0	6
23062	slayer	Measured Slice	Empowered Measured Slice	Increases skill damage by $value.	23062		1	0	500	4	0	6
23063	slayer	Fury Strike	Empowered Fury Strike	Increases skill damage by $value.	23063		1	23017	280	4	0	6
23064	slayer	Backstab	Energetic Backstab	Decreases cooldown by $value.	23064		1	23014	345	5	0	6
23065	slayer	Distant Blade	Numbing Distant Blade	$prob chance to decrease opponent's attack speed by 15% for 5 seconds.	23065		1	23035	240	5	0	6
23066	slayer	Headlong Rush	Powerlinked Headlong Rush	Increases skill damage of Knockdown Strike by 25% for a few seconds.	23066		1	0	230	4	0	6
23067	slayer	Eviscerate	Empowered Eviscerate	Increases skill damage by $value.	23067	63	0	0	500	5	0	6
23068	slayer	Eviscerate	Empowered Eviscerate	Increases skill damage by $value.	23068		1	23067	600	4	0	6
23069	slayer	Eviscerate	Powerlinked Eviscerate	Increases skill damage of Overhand Strike by 25% for a few seconds.	23069	63	0	0	500	4	0	6
23070	slayer	Eviscerate	Energetic Eviscerate	Decreases cooldown by $value.	23070		1	0	490	4	0	6
23071	slayer	Eviscerate	Powerlinked Eviscerate	Increases skill damage of Measured Slice by 25% for a few seconds	23071		1	0	450	3	0	6
23072	slayer	Tenacity	Spirited Tenacity	$prob chance to replenish 6% of your total MP every second.	23072		1	0	500	3	0	6
23073	slayer	Evasive Roll	Fleetfooted Evasive Roll	$prob chance to increase Movement Speed by 15% for 10 seconds.	23073		1	23000	330	3	0	6
23074	slayer	Heart Thrust	Empowered Heart Thrust	Increases skill damage by $value.	23074		2	23016	500	4	0	6
23075	slayer	Fury Strike	Empowered Fury Strike	Increases skill damage by $value.	23075		2	23017	355	3	0	6
23076	slayer	Startling Kick	Blazing Startling Kick	Speeds casting of Heart Thrust by 25% for a few seconds.	23076		1	23043	360	3	0	6
23077	slayer	Overhand Strike	Persistent Overhand Strike	$prob chance to eliminate cooldown.	23077		2	23009	475	4	0	6
23078	slayer	Knockdown Strike	Empowered Knockdown Strike	Increases skill damage by $value.	23078		2	23004	435	4	0	6
23079	slayer	Whirlwind	Keen Whirlwind	Triples Crit Factor.	23079		2	23055	500	4	0	6
23080	slayer	Overpower	Keen Overpower	Doubles Crit Factor for the next attack.	23080		2	23058	500	4	0	6
23081	slayer	Measured Slice	Carving Measured Slice	Triples the chance to crit.	23081		1	23061	500	4	0	6
23082	slayer	Measured Slice	Empowered Measured Slice	Increases skill damage by $value.	23082		2	23062	500	4	0	6
23083	slayer	Eviscerate	Empowered Eviscerate	Increases skill damage by $value.	23083		2	23067	600	3	0	6
23084	slayer	Eviscerate	Powerlinked Eviscerate	Increases skill damage of Overhand Strike by 25% for a few seconds.	23084		1	23069	500	3	0	6
24000	berserker	Axe Block	Mindsparked Axe Block	Replenishes 3% of MP on a successful block.	24000	20	0	0	425	3	0	6
24001	berserker	Axe Block	Pumped Axe Block	$prob chance to increase Power by 20% for 5 seconds on a successful block.	24001	20	0	0	360	4	0	6
24002	berserker	Thunder Strike	Carving Thunder Strike	Doubles the chance to crit.	24002	20	0	0	500	5	0	6
24003	berserker	Cyclone	Carving Cyclone	Doubles the chance to crit.	24003	20	0	0	500	6	0	6
24004	berserker	Combo Attack	Keen Combo Attack	Increases Crit Factor by 10%.	24004	20	0	0	320	6	0	6
24005	berserker	Thunder Strike	Slick Thunder Strike	Eliminates slowed movement restriction.	24005	26	0	0	450	7	0	6
24006	berserker	Cyclone	Empowered Cyclone	Increases additional overcharge damage by $value.	24006	20	0	0	480	6	0	6
24007	berserker	Thunder Strike	Sanative Thunder Strike	Decreases HP consumption by $value when overcharged.	24007	20	0	0	500	3	0	6
24008	berserker	Flatten	Hastened Flatten	Speeds casting by $value.	24008	20	0	0	410	4	0	6
24009	berserker	Cyclone	Hastened Cyclone	Speeds charging by $value.	24009	20	0	0	500	4	0	6
24010	berserker	Mocking Shout	Blazing Mocking Shout	Speeds charging of Cyclone by 30% for a few seconds	24010	26	0	0	230	3	0	6
24011	berserker	Fiery Rage	Pumped Fiery Rage	$prob chance to increase Power by additional 10% for 20 seconds.	24011	22	0	0	500	5	0	6
24012	berserker	Staggering Strike	Influential Staggering Strike	Reduces MP cost of Flatten by 63 for a few seconds.	24012	40	0	0	265	3	0	6
24013	berserker	Flatten	Empowered Flatten	Increases skill damage by $value.	24013	20	0	0	400	4	0	6
24015	berserker	Combo Attack	Spirited Combo Attack	Increases MP replenishment by $value.	24015	20	0	0	335	4	0	6
24016	berserker	Triumphant Shout	Spirited Triumphant Shout	Increases MP replenishment by $value.	24016	20	0	0	315	3	0	6
24017	berserker	Unchained Anger	Sanative Unchained Anger	Decreases HP consumption by $value.	24017	30	0	0	295	4	0	6
24018	berserker	Dash	Energetic Dash	Decreases cooldown by $value.	24018	32	0	0	500	4	0	6
24019	berserker	Retaliate	Energetic Retaliate	Decreases cooldown by $value.	24019	20	0	0	300	3	0	6
24020	berserker	Staggering Strike	Energetic Staggering Strike	Decreases cooldown by $value.	24020	40	0	0	390	4	0	6
24021	berserker	Leaping Strike	Empowered Leaping Strike	Increases skill damage by $value.	24021	24	0	0	305	5	0	6
24022	berserker	Vampiric Blow	Empowered Vampiric Blow	Increases skill damage by $value.	24022	20	0	0	435	5	0	6
24023	berserker	Fiery Rage	Lingering Fiery Rage	Increases duration of Flurry of Blows effect by $value.	24023	56	0	0	375	5	0	6
24024	berserker	Fearsome Shout	Test	No Effect	24024		0	0		1000	0	6
24026	berserker	Triumphant Shout	Energetic Triumphant Shout	Decreases cooldown by $value.	24026	20	0	0	260	4	0	6
24027	berserker	Retaliate	Empowered Retaliate	Increases skill damage by $value.	24027	20	0	0	240	4	0	6
24028	berserker	Bloodlust	Brilliant Bloodlust	Reduces MP cost by $value.	24028	52	0	0	210	4	0	6
24029	berserker	Tenacity	Energetic Tenacity	Decreases cooldown by $value.	24029	20	0	0	355	3	0	6
24030	berserker	Inescapable Doom	Energetic Inescapable Doom	Decreases cooldown by $value.	24030	58	0	0	195	4	0	6
24031	berserker	Triumphant Shout	Influential Triumphant Shout	Reduces MP cost of Dash by 75 for a few seconds.	24031	32	0	0	190	3	0	6
24032	berserker	Lethal Strike	Empowered Lethal Strike	Increases skill damage by $value.	24032	36	0	0	310	3	0	6
24033	berserker	Inescapable Doom	Influential Inescapable Doom	Reduces MP cost of Flatten by 63 for a few seconds.	24033	58	0	0	180	3	0	6
24034	berserker	Mocking Shout	Test	No Effect	24034		0	0		1000	0	6
24035	berserker	Mocking Shout	Powerlinked Mocking Shout	Increases skill damage of Staggering Strike by 25% for a few seconds.	24035	40	0	0	280	2	0	6
24036	berserker	Unchained Anger	Strengthened Unchained Anger	Increases knockdown by 10% for 20 seconds.	24036	30	0	0	225	5	0	6
24037	berserker	Unchained Anger	Raging Unchained Anger	$prob chance to activate Flurry of Blows I.	24037	56	0	0	285	5	0	6
24038	berserker	Fiery Rage	Fleetfooted Fiery Rage	Increases Combat Movement Speed by 20 for 15 seconds.	24038	22	0	0	385	5	0	6
24039	berserker	Fearsome Shout	Powerlinked Fearsome Shout	Increases skill damage of Staggering Strike by 25% for a few seconds.	24039	46	0	0	205	3	0	6
24040	berserker	Leaping Strike	Persistent Leaping Strike	$prob chance to eliminate cooldown.	24040	24	0	0	245	4	0	6
24041	berserker	Inescapable Doom	Lingering Inescapable Doom	Increases effect duration by $value.	24041	58	0	0	200	5	0	6
24042	berserker	Inescapable Doom	Blazing Inescapable Doom	Speeds casting of Flatten by 25% for a few seconds.	24042	58	0	0	185	4	0	6
24043	berserker	Inescapable Doom	Test	No Effect	24043		0	0		1000	0	6
24044	berserker	Tenacity	Balancing Tenacity	Increases balance by 50% for 15 seconds.	24044	20	0	0	215	5	0	6
24045	berserker	Lethal Strike	Slick Lethal Strike	Eliminates slowed movement restriction.	24045	48	0	0	250	6	0	6
24046	berserker	Leaping Strike	Blazing Leaping Strike	Speeds casting of Lethal Strike by 30% for a few seconds.	24046	36	0	0	220	3	0	6
24047	berserker	Staggering Strike	Blazing Staggering Strike	Speeds charging of Thunder Strike by 30% for a few seconds.	24047	40	0	0	365	4	0	6
24048	berserker	Thunder Strike	Carving Thunder Strike	Doubles the chance to crit.	24048		1	24002	550	4	0	6
24049	berserker	Thunder Strike	Slick Thunder Strike	Eliminates slowed movement restriction.	24049		1	24005	550	6	0	6
24050	berserker	Flatten	Hastened Flatten	Speeds casting by $value.	24050		1	24008	440	3	0	6
24051	berserker	Thunder Strike	Sanative Thunder Strike	Decreases HP consumption by $value.	24051		1	24007	550	2	0	6
24052	berserker	Cyclone	Hastened Cyclone	Speeds charging by $value.	24052		1	24009	470	3	0	6
24053	berserker	Flatten	Empowered Flatten	Increases skill damage by $value.	24053		1	24013	430	3	0	6
24054	berserker	Tenacity	Balancing Tenacity	Doubles Balance for 15 seconds.	24054		1	24044	235	5	0	6
24055	berserker	Mocking Shout	Blazing Mocking Shout	Speeds charging of Cyclone by 30% for a few seconds	24055		1	24010	230	2	0	6
24056	berserker	Inescapable Doom	Blazing Inescapable Doom	Speeds casting of Flatten by 30% for a few seconds.	24056		1	24042	275	2	0	6
24057	berserker	Triumphant Shout	Grounded Triumphant Shout	Increases Endurance by 16 for 12 seconds.	24057		1	0	325	3	0	6
24058	berserker	Dash	Persistent Dash	$prob chance to eliminate cooldown.	24058		1	0	340	4	0	6
24059	berserker	Leaping Strike	Keen Leaping Strike	Doubles Crit Factor.	24059		1	0	290	3	0	6
24060	berserker	Tenacity	Restorative Tenacity	Recovers $value of your total HP.	24060		1	0	350	4	0	6
24061	berserker	Tenacity	Spirited Tenacity	$prob chance to replenish 6% of your total MP every second.	24061		1	0	405	3	0	6
24062	berserker	Retaliate	Furious Retaliate	Increases your damage as your HP decreases (up to 4 times).	24062		1	0	255	3	0	6
24063	berserker	Evasive Smash	Empowered Evasive Smash	Increases skill damage by $value.	24063	60	0	0	500	5	0	6
24064	berserker	Evasive Smash	Carving Evasive Smash	Doubles the chance to crit.	24064		1	0	500	4	0	6
24065	berserker	Axe Block	Mindsparked Axe Block	Restores 3% of MP on a successful block.	24065		1	24000	380	2	0	6
24066	berserker	Cyclone	Carving Cyclone	Doubles the chance to crit.	24066		1	24003	395	5	0	6
24067	berserker	Thunder Strike	Hastened Thunder Strike	Speeds charging by $value.	24067		1	0	550	4	0	6
24068	berserker	Staggering Strike	Persistent Staggering Strike	$prob chance to eliminate cooldown.	24068		1	0	330	4	0	6
24069	berserker	Unbreakable	Energetic Unbreakable	Decreases cooldown by $value.	24069	65	0	0	290	4	0	6
24070	berserker	Unbreakable	Energetic Unbreakable	Decreases cooldown by $value.	24070		1	24069	290	3	0	6
24071	berserker	Unbreakable	Lingering Unbreakable	Increases effect duration by $value.	24071	65	0	0	490	5	0	6
24072	berserker	Raze	Blazing Raze	Speeds charging of Thunder Strike by 25% for a few seconds.	24072	61	0	0	300	4	0	6
24073	berserker	Raze	Spirited Raze	Increases MP replenishment by $value.	24073	61	0	0	335	3	0	6
24074	berserker	Raze	Energetic Raze	Decreases cooldown by $value.	24074	61	0	0	475	4	0	6
24075	berserker	Tackle	Brilliant Tackle	Reduces MP cost by $value.	24075	63	0	0	210	4	0	6
24076	berserker	Tackle	Fleetfooted Tackle	Increases Combat Movement Speed by 20 for 15 seconds.	24076	63	0	0	385	5	0	6
24077	berserker	Tackle	Keen Tackle	Doubles Crit Factor.	24077		1	0	500	4	0	6
24078	berserker	Raze	Hastened Raze	Speeds casting by $value.	24078		1	0	450	4	0	6
24080	berserker	Axe Block	Powerlinked Axe Block	Increases skill damage of Axe Counter by 25% for a few seconds.	24080	65	0	0	500	6	0	6
24081	berserker	Axe Block	Influential Axe Block	Reduces MP cost of Axe Counter by 115 for a few seconds.	24081	65	0	0	435	2	0	6
24082	berserker	Axe Counter	Threatening Axe Counter	Increases aggro by $value.	24082	65	0	0	500	3	0	6
24083	berserker	Punishing Strike	Brilliant Punishing Strike	Reduces MP cost by $value.	24083	65	0	0	275	4	0	6
24084	berserker	Punishing Strike	Threatening Punishing Strike	Increases aggro by $value.	24084	65	0	0	500	3	0	6
24085	berserker	Evasive Smash	Energetic Evasive Smash	Decreases cooldown by $value.	24085	65	0	0	445	3	0	6
24086	berserker	Fiery Rage	Threatening Fiery Rage	Increases aggro by $value.	24086	65	0	0	500	6	0	6
24087	berserker	Fiery Rage	Brilliant Fiery Rage	Reduces MP cost by $value.	24087	65	0	0	195	6	0	6
24088	berserker	Overwhelm	Empowered Overwhelm	Increases skill damage by $value.	24088	65	0	0	300	4	0	6
24089	berserker	Unchained Anger	Energetic Unchanged Anger	Decreases cooldown by $value.	24089	65	0	0	310	6	0	6
24090	berserker	Overwhelm	Energetic Overwhelm	Decreases cooldown by $value.	24090	65	0	0	405	4	0	6
24091	berserker	Overwhelm	Fleetfooted Overwhelm	Increases Combat Movement Speed by 10 for 7 seconds.	24091	65	0	0	270	5	0	6
24092	berserker	Fiery Rage	Pumped Fiery Rage	$prob chance to increase Power by additional 10% for 20 seconds.	24092		1	24011	500	4	0	6
24093	berserker	Fiery Rage	Lingering Fiery Rage	Increases duration of Flurry of Blows effect by $value.	24093		1	24023	375	4	0	6
24094	berserker	Lethal Strike	Empowered Lethal Strike	Increases skill damage by $value.	24094		1	24032	310	3	0	6
24095	berserker	Thunder Strike	Slick Thunder Strike	Eliminates slowed movement restriction.	24095		2	24005	550	5	0	6
24096	berserker	Cyclone	Hastened Cyclone	Speeds charging by $value.	24096		2	24009	470	3	0	6
24097	berserker	Flatten	Empowered Flatten	Increases skill damage by $value.	24097		2	24013	430	3	0	6
24098	berserker	Evasive Smash	Empowered Evasive Smash	Increases skill damage by $value.	24098		1	24063	500	4	0	6
24099	berserker	Cyclone	Carving Cyclone	Doubles the chance to crit.	24099		2	24003	395	4	0	6
24100	berserker	Unbreakable	Energetic Unbreakable	Decreases cooldown by $value.	24100		2	24069	290	3	0	6
24101	berserker	Raze	Blazing Raze	Speeds casting of Thunder Strike by 25% for a few seconds.	24101		1	24072	300	3	0	6
24102	berserker	Overwhelm	Energetic Overwhelm	Decreases cooldown by $value.	24102		1	24090	405	3	0	6
24103	berserker	Overwhelm	Fleetfooted Overwhelm	Increases Combat Movement Speed by 10 for 7 seconds.	24103		1	24091	270	4	0	6
25000	sorcerer	Fireball	Longshot Fireball	Increases range by 3 meters.	25000	20	0	0	315	3	0	6
25001	sorcerer	Flaming Barrage	Hastened Flaming Barrage	Speeds casting by $value	25001	20	0	0	490	3	0	6
25003	sorcerer	Meteor Strike	Hastened Meteor Strike	Speeds casting by $value.	25003	26	0	0	500	3	0	6
25004	sorcerer	Mana Barrier	Pumped Mana Barrier	Increases Power by 10% for 15 seconds.	25004	40	0	0	500	1000	0	6
25005	sorcerer	Mana Barrier	Grounded Mana Barrier	Increases Endurance by 20% for 15 seconds.	25005	40	0	0	370	4	0	6
25006	sorcerer	Lightning Trap	Powerlinked Lightning Trap	Increases skill damage of Meteor Strike by 20% for a few seconds.	25006		0	0	500	1000	0	6
25009	sorcerer	Mana Infusion	Spirited Mana Infusion	Increases MP replenishment by $value.	25009	20	0	0	350	4	0	6
25010	sorcerer	Mana Boost	Energetic Mana Boost	Decreases cooldown by $value.	25010	32	0	0	500	2	0	6
25011	sorcerer	Mana Barrier	Energetic Mana Barrier	Decreases cooldown by $value.	25011	40	0	0	500	2	0	6
25012	sorcerer	Void Pulse	Energetic Void Pulse	Decreases cooldown by $value.	25012	36	0	0	500	4	0	6
25013	sorcerer	Frost Sphere	Energetic Frost Sphere	Decreases cooldown by $value.	25013	20	0	0	360	3	0	6
25014	sorcerer	Lightning Trap	Brilliant Lightning Trap	Reduces MP cost by $value.	25014	28	0	0	500	4	0	6
25015	sorcerer	Void Pulse	Carving Void Pulse	Doubles the chance to crit when attacking monsters.	25015	36	0	0	500	4	0	6
25016	sorcerer	Arcane Pulse	Empowered Arcane Pulse	Increases skill damage by $value.	25016	20	0	0	355	3	0	6
25017	sorcerer	Meteor Strike	Brilliant Meteor Strike	Reduces MP cost by $value.	25017	26	0	0	500	4	0	6
25018	sorcerer	Painblast	Lingering Painblast	Increases effect duration by $value.	25018	20	0	0	170	6	0	6
25019	sorcerer	Flame Pillar	Empowered Flame Pillar	Increases skill damage by $value.	25019	20	0	0	300	5	0	6
25021	sorcerer	Mana Extraction	Past Glyph Shard	This old fragmented glyph is no longer used.	25021		0	0		2	0	6
25022	sorcerer	Mindblast	Lingering Mindblast	Increases effect duration by $value.	25022	24	0	0	275	4	0	6
25023	sorcerer	Mana Siphon	Spirited Mana Siphon	Increases MP replenishment by $value.	25023	20	0	0	290	3	0	6
25025	sorcerer	Flaming Barrage	Brilliant Flaming Barrage	Reduces MP cost by $value.	25025	20	0	0	500	4	0	6
25026	sorcerer	Lightning Strike	Brilliant Lightning Strike	Reduces MP cost by $value.	25026	20	0	0	500	2	0	6
25027	sorcerer	Painful Trap	Brilliant Painful Trap	Reduces MP cost by $value.	25027	20	0	0	100	4	0	6
25028	sorcerer	Glacial Retreat	Lingering Glacial Retreat	Increases effect duration by $value.	25028	20	0	0	270	4	0	6
25029	sorcerer	Arcane Pulse	Powerlinked Arcane Pulse	Increases damage of Frost Sphere by 25% for a few seconds.	25029	20	0	0	295	3	0	6
25030	sorcerer	Painful Trap	Influential Painful Trap	Reduces MP cost of Flame Pillar by 80 for a few seconds.	25030	20	0	0	95	4	0	6
25031	sorcerer	Lightning Strike	Carving Lightning Strike	Doubles the chance to crit when attacking monsters.	25031	20	0	0	320	4	0	6
25032	sorcerer	Mana Infusion	Energetic Mana Infusion	Decreases cooldown by $value.	25032	32	0	0	110	4	0	6
25033	sorcerer	Time Gyre	Energetic Time Gyre	Decreases cooldown by $value.	25033	20	0	0	200	4	0	6
25034	sorcerer	Burning Breath	Lingering Burning Breath	Increases effect duration by $value.	25034	44	0	0	150	5	0	6
25035	sorcerer	Mana Boost	Lingering Mana Boost	Increases effect duration by $value.	25035	48	0	0	425	4	0	6
25036	sorcerer	Nerve Exhaustion	Energetic Nerve Exhaustion	Decreases cooldown by $value.	25036	56	0	0	140	4	0	6
25037	sorcerer	Mana Volley	Lingering Mana Volley	Increases effect duration by $value.	25037	58	0	0	105	5	0	6
25038	sorcerer	Retaliate	Energetic Retaliate	Decreases cooldown by $value.	25038	20	0	0	220	4	0	6
25039	sorcerer	Retaliate	Shielding Retaliate	$prob chance to activate Mana Barrier II.	25039	52	0	0	325	5	0	6
25040	sorcerer	Mana Siphon	Energetic Mana Siphon	Decreases cooldown by $value.	25040	20	0	0	500	3	0	6
25041	sorcerer	Mana Barrier	Lingering Mana Barrier	Increases effect duration by $value.	25041	40	0	0	390	4	0	6
25042	sorcerer	Mana Siphon	Blazing Mana Siphon	Speeds casting of Flaming Barrage by 25% for a few seconds.	25042	20	0	0	500	2	0	6
25043	sorcerer	Lightning Trap	Blazing Lightning Trap	Speeds casting of Flame Pillar by 25% for a few seconds.	25043	28	0	0	120	4	0	6
25044	sorcerer	Burning Breath	Powerlinked Burning Breath	Increases skill damage of Flaming Barrage by 35% for a few seconds.	25044	44	0	0	260	4	0	6
25045	sorcerer	Glacial Retreat	Blazing Glacial Retreat	Speeds casting of Lightning Trap by 40% for a few seconds.	25045	28	0	0	250	4	0	6
25046	sorcerer	Time Gyre	Multiplicative Time Gyre	Increases number of lock-on targets by $value.	25046	20	0	0	125	4	0	6
25047	sorcerer	Time Gyre	Blazing Time Gyre	Speeds casting of Meteor Strike by 25% for a few seconds.	25047	26	0	0	255	2	0	6
25048	sorcerer	Mindblast	Hastened Mindblast	Speeds casting by $value.	25048	24	0	0	340	2	0	6
25049	sorcerer	Mindblast	Persistent Mindblast	$prob chance to eliminate cooldown.	25049	24	0	0	175	3	0	6
25050	sorcerer	Frost Sphere	Lingering Frost Sphere	Increases effect duration by $value.	25050	20	0	0	345	3	0	6
25051	sorcerer	Frost Sphere	Slowing Frost Sphere	Decreases opponent's Movement Speed by an additional $value.	25051	20	0	0	330	3	0	6
25052	sorcerer	Frost Sphere	Blazing Frost Sphere	Speeds casting of Mindblast by 40% for a few seconds.	25052	20	0	0	310	2	0	6
25053	sorcerer	Painblast	Blossoming Painblast	Increases periodic damage by $value.	25053	20	0	0	210	5	0	6
25054	sorcerer	Painblast	Slowing Painblast	$prob chance to decrease opponent's Movement Speed by 50% for 7 seconds.	25054	20	0	0	265	4	0	6
25055	sorcerer	Meteor Strike	Carving Meteor Strike	Doubles the chance to crit when attacking monsters.	25055	26	0	0	320	4	0	6
25056	sorcerer	Flaming Barrage	Multiplicative Flaming Barrage	Increases number of lock-on targets by $value.	25056	20	0	0	305	4	0	6
25057	sorcerer	Arcane Pulse	Test	No Effect	25057		0	0		1000	0	6
25058	sorcerer	Lightning Strike	Persistent Lightning Strike	$prob chance to eliminate cooldown.	25058	20	0	0	395	4	0	6
25059	sorcerer	Flame Pillar	Blazing Flame Pillar	Speeds casting of Lightning Trap by 40% for a few seconds.	25059	28	0	0	130	2	0	6
25060	sorcerer	Mindblast	Shared Mindblast	Increases chance of debuff by 30% when hitting multiple targets.	25060	24	0	0	115	5	0	6
25061	sorcerer	Meteor Strike	Energetic Meteor Strike	Decreases cooldown by $value.	25061	26	0	0	430	4	0	6
25062	sorcerer	Glacial Retreat	Blazing Glacial Retreat	Speeds charging of Arcane Pulse by 30% for a few seconds.	25062	20	0	0	135	4	0	6
25063	sorcerer	Teleport Jaunt	Energetic Teleport Jaunt	Decreases cooldown by $value.	25063	22	0	0	480	3	0	6
25064	sorcerer	Flame Pillar	Energetic Flame Pillar	Decreases cooldown by $value.	25064	25	0	0	160	4	0	6
25065	sorcerer	Hail Storm	Energetic Hail Storm	Decreases cooldown by $value.	25065	52	0	0	495	3	0	6
25066	sorcerer	Hail Storm	Brilliant Hail Storm	Reduces MP cost by $value.	25066	52	0	0	500	2	0	6
25068	sorcerer	Mana Boost	Lingering Mana Boost	Increases effect duration by $value.	25068		1	25035	500	4	0	6
25069	sorcerer	Meteor Strike	Hastened Meteor Strike	Speeds casting by $value.	25069		1	25003	460	2	0	6
25070	sorcerer	Meteor Strike	Energetic Meteor Strike	Decreases cooldown by $value.	25070		1	25061	435	3	0	6
25071	sorcerer	Lightning Trap	Powerlinked Lightning Trap	Increases skill damage of Meteor Strike by 20% for a few seconds.	25071		1	25006	445	1000	0	6
25072	sorcerer	Void Pulse	Carving Void Pulse	Doubles the chance to crit when attacking monsters.	25072		1	25015	410	3	0	6
25073	sorcerer	Mindblast	Shared Mindblast	Increases chance of debuff by 30% when hitting multiple targets.	25073		1	25060	145	4	0	6
25074	sorcerer	Nerve Exhaustion	Energetic Nerve Exhaustion	Decreases cooldown by $value.	25074		1	25036	245	3	0	6
25075	sorcerer	Lightning Trap	Brilliant Lightning Trap	Reduces MP cost by $value.	25075		1	25014	335	2	0	6
25076	sorcerer	Time Gyre	Multiplicative Time Gyre	Increases number of lock-on targets by $value.	25076		1	25046	155	3	0	6
25077	sorcerer	Flame Pillar	Shielding Flame Pillar	$prob chance to activate Mana Barrier I.	25077		1	0	215	3	0	6
25078	sorcerer	Painblast	Energetic Painblast	Decreases cooldown by $value.	25078		1	0	240	3	0	6
25079	sorcerer	Burning Breath	Hindering Burning Breath	PvP: Decreases the effect of healing skills on foes by 30% for 10 seconds.	25079		1	0	185	2	0	6
25080	sorcerer	Mana Barrier	Warding Mana Barrier	Increases damage absorption by 30%.	25080		1	0	375	4	0	6
25081	sorcerer	Arcane Pulse	Keen Arcane Pulse	Doubles Crit Factor for 5 seconds.	25081		1	0	400	3	0	6
25082	sorcerer	Arcane Pulse	Slick Arcane Pulse	Can move while charging.	25082		1	0	280	2	0	6
25083	sorcerer	Stone Skin	Energetic Stone Skin	Decreases cooldown by $value.	25083	60	0	0	230	5	0	6
25084	sorcerer	Stone Skin	Energetic Stone Skin	Decreases cooldown by $value.	25084		1	25083	195	3	0	6
25085	sorcerer	Mana Barrier	Lingering Mana Barrier	Increases effect duration by $value.	25085		1	25041	320	3	0	6
25086	sorcerer	Meteor Strike	Brilliant Meteor Strike	Reduces MP cost by $value.	25086		1	25017	380	3	0	6
25087	sorcerer	Backstep	Fleetfooted Backstep	Increases Movement Speed by 20% for 2 seconds.	25087		1	0	165	4	0	6
25088	sorcerer	Painblast	Powerlinked Painblast	Increases skill damage of Flaming Barrage by 25% for a few seconds.	25088		1	0	235	3	0	6
25089	sorcerer	Nova	Keen Nova	Doubles Crit Factor for 4 seconds.	25089	61	0	0	450	4	0	6
25090	sorcerer	Nova	Grounded Nova	Increases Endurance by 20% for 15 seconds.	25090	61	0	0	230	4	0	6
25091	sorcerer	Nova	Energetic Nova	Decreases cooldown by $value.	25091		1	0	490	3	0	6
25092	sorcerer	Nova	Hastened Nova	Speeds casting by $value.	25092		1	0	490	2	0	6
25093	sorcerer	Warp Barrier	Energetic Warp Barrier	Decreases cooldown by $value.	25093	65	0	0	450	3	0	6
25094	sorcerer	Warp Barrier	Energetic Warp Barrier	Decreases cooldown by $value.	25094		1	25093	500	2	0	6
25095	sorcerer	Warp Barrier	Lingering Warp Barrier	Increases effect duration by $value.	25095		1	0	450	2	0	6
25096	sorcerer	Flaming Barrage	Hastened Flaming Barrage	Speeds casting by $value.	25096		1	25001	490	3	0	6
25097	sorcerer	Void Pulse	Energetic Void Pulse	Decreases cooldown by $value.	25097		1	25012	500	3	0	6
25098	sorcerer	Flame Pillar	Empowered Flame Pillar	Increases skill damage by $value.	25098		1	25019	300	4	0	6
25099	sorcerer	Burning Breath	Lingering Burning Breath	Increases effect duration by $value.	25099		1	25034	150	4	0	6
25100	sorcerer	Glacial Retreat	Blazing Glacial Retreat	Speeds casting of Lightning Trap by 40% for a few seconds.	25100		1	25045	250	3	0	6
25101	sorcerer	Lightning Strike	Persistent Lightning Strike	$prob chance to eliminate cooldown.	25101		1	25058	395	3	0	6
25102	sorcerer	Glacial Retreat	Blazing Glacial Retreat	Speeds charging for Arcane Pulse by 30% for a few seconds.	25102		1	25062	135	3	0	6
25103	sorcerer	Mana Boost	Lingering Mana Boost	Increases effect duration by $value.	25103		2	25035	500	3	0	6
25104	sorcerer	Time Gyre	Multiplicative Time Gyre	Increases number of lock-on targets by $value.	25104		2	25046	155	2	0	6
25105	sorcerer	Arcane Pulse	Keen Arcane Pulse	Increases Crit Factor by 2.5 times for 5 seconds	25105		2	25081	400	3	0	6
25106	sorcerer	Stone Skin	Energetic Stone Skin	Decreases cooldown by $value.	25106		2	25083	195	3	0	6
25107	sorcerer	Nova	Keen Nova	Increases Crit Factor by 2.5 times for 4 seconds	25107		2	25089	450	3	0	6
26000	archer	Arrow Volley	Multiplicative Arrow Volley	Increases number of lock-on targets by $value.	26000	20	0	0	355	3	0	6
26001	archer	Radiant Arrow	Longshot Radiant Arrow	Increases range by 3 meters.	26001	20	0	0	430	3	0	6
