Name	Description	id	value	bySkillCategory	group	infinity	isBuff	isHideOnRefresh	isShow	kind	level	notCareDeath	priority	property	time	isHideOnRaid	useDamageFont	isBlockOtherSpecialShader	type	method	tickInterval	appearEffectId	disappearEffectId	effectPart	effectId	effectPart	overlayEffectId	appearEffectId	disappearEffectId	damageEffectId	ShaderOnAlly	ShaderOnMy	ShaderOnOther	appearShader	disappearShader	effectTime	attackEffectId	isEnemyCheck	arcaneFxId
Panic	Flee in terror! Panic cannot be removed. Knockdown cancels the effect.	476111	200	0		FALSE	FALSE	FALSE	TRUE	28828	1	FALSE	8	3	10000				232	0	0			FXCenter122	50353		1003												
Failure	Cannot trigger any new skills. Effect cannot be removed	476112	0	9999		FALSE	FALSE	FALSE	TRUE	28829	1	FALSE	8	3	10000				210	0	0			FXCenter122	65215														
Orcan Sloth II	Decreases Movement Speed by $H_W_BAD$value$COLOR_END. Decreases Power by H_W_BAD$value3$COLOR_END.	476211	0.8	0		FALSE	FALSE	FALSE	TRUE	28835	1	FALSE	8	1	5000				5	4	0			FXBottom75	50141		1010												
Orcan Sloth II	Decreases Movement Speed by $H_W_BAD$value$COLOR_END. Decreases Power by H_W_BAD$value3$COLOR_END.	476211	0.9	0		FALSE	FALSE	FALSE	TRUE	28835	1	FALSE	8	1	5000				28	3	0																		
Orcan Sloth II	Decreases Movement Speed by $H_W_BAD$value$COLOR_END. Decreases Power by H_W_BAD$value3$COLOR_END.	476211	0.8	0		FALSE	FALSE	FALSE	TRUE	28835	1	FALSE	8	1	5000				3	3	0	3271		FXCenter136					3272										
Orcan Sloth II	Decreases Movement Speed by $H_W_BAD$value$COLOR_END. Decreases Power by H_W_BAD$value3$COLOR_END.	476211	476212	0		FALSE	FALSE	FALSE	TRUE	28835	1	FALSE	8	1	5000				223	2	0																		
Orcan Sloth III	Decreases Movement Speed by $H_W_BAD$value$COLOR_END. Decreases Power by H_W_BAD$value3$COLOR_END.	476212	0.7	0		FALSE	FALSE	FALSE	TRUE	28835	1	FALSE	8	1	5000				5	4	0			FXBottom75	50141		1010												
Orcan Sloth III	Decreases Movement Speed by $H_W_BAD$value$COLOR_END. Decreases Power by H_W_BAD$value3$COLOR_END.	476212	0.9	0		FALSE	FALSE	FALSE	TRUE	28835	1	FALSE	8	1	5000				28	3	0																		
Orcan Sloth III	Decreases Movement Speed by $H_W_BAD$value$COLOR_END. Decreases Power by H_W_BAD$value3$COLOR_END.	476212	0.7	0		FALSE	FALSE	FALSE	TRUE	28835	1	FALSE	8	1	5000				3	3	0	3271		FXCenter136					3272										
Orcan Sloth III	Decreases Movement Speed by $H_W_BAD$value$COLOR_END. Decreases Power by H_W_BAD$value3$COLOR_END.	476212	476213	0		FALSE	FALSE	FALSE	TRUE	28835	1	FALSE	8	1	5000				223	2	0																		
Orcan Sloth IV	Decreases Movement Speed by $H_W_BAD$value$COLOR_END. Decreases Power by H_W_BAD$value3$COLOR_END.	476213	0.6	0		FALSE	FALSE	FALSE	TRUE	28835	1	FALSE	8	1	5000				5	4	0			FXBottom75	50141		1010												
Orcan Sloth IV	Decreases Movement Speed by $H_W_BAD$value$COLOR_END. Decreases Power by H_W_BAD$value3$COLOR_END.	476213	0.9	0		FALSE	FALSE	FALSE	TRUE	28835	1	FALSE	8	1	5000				28	3	0																		
Orcan Sloth IV	Decreases Movement Speed by $H_W_BAD$value$COLOR_END. Decreases Power by H_W_BAD$value3$COLOR_END.	476213	0.6	0		FALSE	FALSE	FALSE	TRUE	28835	1	FALSE	8	1	5000				3	3	0	3271		FXCenter136					3272										
Orcan Sloth IV	Decreases Movement Speed by $H_W_BAD$value$COLOR_END. Decreases Power by H_W_BAD$value3$COLOR_END.	476213	476214	0		FALSE	FALSE	FALSE	TRUE	28835	1	FALSE	8	1	5000				223	2	0																		
Orcan Sloth V	Decreases Movement Speed by $H_W_BAD$value$COLOR_END. Decreases Power by H_W_BAD$value3$COLOR_END.	476214	0.5	0		FALSE	FALSE	FALSE	TRUE	28835	1	FALSE	8	1	5000				5	4	0			FXBottom75	50141		1010												
Orcan Sloth V	Decreases Movement Speed by $H_W_BAD$value$COLOR_END. Decreases Power by H_W_BAD$value3$COLOR_END.	476214	0.9	0		FALSE	FALSE	FALSE	TRUE	28835	1	FALSE	8	1	5000				28	3	0																		
Orcan Sloth V	Decreases Movement Speed by $H_W_BAD$value$COLOR_END. Decreases Power by H_W_BAD$value3$COLOR_END.	476214	0.5	0		FALSE	FALSE	FALSE	TRUE	28835	1	FALSE	8	1	5000				3	3	0	3271		FXCenter136					3272										
Orcan Sloth V	Decreases Movement Speed by $H_W_BAD$value$COLOR_END. Decreases Power by H_W_BAD$value3$COLOR_END.	476214	476215	0		FALSE	FALSE	FALSE	TRUE	28835	1	FALSE	8	1	5000				223	2	0																		
Orcan Sloth VI	Decreases Movement Speed by $H_W_BAD$value$COLOR_END. Decreases Power by H_W_BAD$value3$COLOR_END.	476215	0.4	0		FALSE	FALSE	FALSE	TRUE	28835	1	FALSE	8	1	5000				5	4	0			FXBottom75	50141		1010												
Orcan Sloth VI	Decreases Movement Speed by $H_W_BAD$value$COLOR_END. Decreases Power by H_W_BAD$value3$COLOR_END.	476215	0.9	0		FALSE	FALSE	FALSE	TRUE	28835	1	FALSE	8	1	5000				28	3	0																		
Orcan Sloth VI	Decreases Movement Speed by $H_W_BAD$value$COLOR_END. Decreases Power by H_W_BAD$value3$COLOR_END.	476215	0.4	0		FALSE	FALSE	FALSE	TRUE	28835	1	FALSE	8	1	5000				3	3	0	3271		FXCenter136					3272										
Orcan Sloth VI	Decreases Movement Speed by $H_W_BAD$value$COLOR_END. Decreases Power by H_W_BAD$value3$COLOR_END.	476215	476216	0		FALSE	FALSE	FALSE	TRUE	28835	1	FALSE	8	1	5000				223	2	0																		
Orcan Sloth VII	Decreases Movement Speed by $H_W_BAD$value$COLOR_END. Decreases Power by H_W_BAD$value3$COLOR_END. Orcan Sloth cannot be removed.	476216	0.3	0		FALSE	FALSE	FALSE	TRUE	28835	99	FALSE	8	1	60000				5	4	0			FXBottom75	50141		1010												
Orcan Sloth VII	Decreases Movement Speed by $H_W_BAD$value$COLOR_END. Decreases Power by H_W_BAD$value3$COLOR_END. Orcan Sloth cannot be removed.	476216	0.9	0		FALSE	FALSE	FALSE	TRUE	28835	99	FALSE	8	1	60000				28	3	0																		
Orcan Sloth VII	Decreases Movement Speed by $H_W_BAD$value$COLOR_END. Decreases Power by H_W_BAD$value3$COLOR_END. Orcan Sloth cannot be removed.	476216	0.3	0		FALSE	FALSE	FALSE	TRUE	28835	99	FALSE	8	1	60000				3	3	0	3271		FXCenter136					3272										
Double-edged Parry II	Increases Endurance by $H_W_GOOD$value$COLOR_END. Decreases Power by $H_W_BAD$value2$COLOR_END.	476217	0.8	0		FALSE	FALSE	FALSE	TRUE	28838	1	FALSE	8	1	5000				3	3	0	3271		FXCenter139					3272										
Double-edged Parry II	Increases Endurance by $H_W_GOOD$value$COLOR_END. Decreases Power by $H_W_BAD$value2$COLOR_END.	476217	476218	0		FALSE	FALSE	FALSE	TRUE	28838	1	FALSE	8	1	5000				223	2	0																		
Double-edged Parry III	Increases Endurance by $H_W_GOOD$value$COLOR_END. Decreases Power by $H_W_BAD$value2$COLOR_END.	476218	0.7	0		FALSE	FALSE	FALSE	TRUE	28838	1	FALSE	8	1	5000				3	3	0	3271		FXCenter141					3272										
Double-edged Parry III	Increases Endurance by $H_W_GOOD$value$COLOR_END. Decreases Power by $H_W_BAD$value2$COLOR_END.	476218	476219	0		FALSE	FALSE	FALSE	TRUE	28838	1	FALSE	8	1	5000				223	2	0																		
Double-edged Parry IV	Increases Endurance by $H_W_GOOD$value$COLOR_END. Decreases Power by $H_W_BAD$value2$COLOR_END.	476219	0.6	0		FALSE	FALSE	FALSE	TRUE	28838	1	FALSE	8	1	5000				3	3	0	3271		FXCenter143					3272										
Double-edged Parry IV	Increases Endurance by $H_W_GOOD$value$COLOR_END. Decreases Power by $H_W_BAD$value2$COLOR_END.	476219	476220	0		FALSE	FALSE	FALSE	TRUE	28838	1	FALSE	8	1	5000				223	2	0																		
Double-edged Parry IV	Increases Endurance by $H_W_GOOD$value$COLOR_END. Decreases Power by $H_W_BAD$value2$COLOR_END.	476219	1.4	0		FALSE	FALSE	FALSE	TRUE	28838	1	FALSE	8	1	5000				4	3	0	3267		FXCenter92					3270										
Double-edged Parry V	Increases Endurance by $H_W_GOOD$value$COLOR_END. Decreases Power by $H_W_BAD$value2$COLOR_END. Double-edged Parry V cannot be removed.	476220	0.5	0		FALSE	FALSE	FALSE	TRUE	28838	99	FALSE	8	1	300000				3	3	0	3271		FXCenter145					3272										
Double-edged Parry V	Increases Endurance by $H_W_GOOD$value$COLOR_END. Decreases Power by $H_W_BAD$value2$COLOR_END. Double-edged Parry V cannot be removed.	476220	1.5	0		FALSE	FALSE	FALSE	TRUE	28838	99	FALSE	8	1	300000				4	3	0	3267		FXCenter92					3270										
Double-edged Strike II	Decreases Endurance by $H_W_Bad$value$COLOR_END. Increases Power by $H_W_GOOD$value2$COLOR_END.	476221	0.8	0		FALSE	FALSE	FALSE	TRUE	28839	1	FALSE	8	1	5000				4	3	0	3273		FXCenter110					3274										
Double-edged Strike II	Decreases Endurance by $H_W_Bad$value$COLOR_END. Increases Power by $H_W_GOOD$value2$COLOR_END.	476221	1.2	0		FALSE	FALSE	FALSE	TRUE	28839	1	FALSE	8	1	5000				3	3	0	3266		FXCenter149					3269										
Double-edged Strike II	Decreases Endurance by $H_W_Bad$value$COLOR_END. Increases Power by $H_W_GOOD$value2$COLOR_END.	476221	476222	0		FALSE	FALSE	FALSE	TRUE	28839	1	FALSE	8	1	5000				223	2	0																		
Double-edged Strike III	Decreases Endurance by $H_W_Bad$value$COLOR_END. Increases Power by $H_W_GOOD$value2$COLOR_END.	476222	0.7	0		FALSE	FALSE	FALSE	TRUE	28839	1	FALSE	8	1	5000				4	3	0	3273		FXCenter117					3274										
Double-edged Strike III	Decreases Endurance by $H_W_Bad$value$COLOR_END. Increases Power by $H_W_GOOD$value2$COLOR_END.	476222	1.3	0		FALSE	FALSE	FALSE	TRUE	28839	1	FALSE	8	1	5000				3	3	0	3266		FXCenter151					3269										
Double-edged Strike III	Decreases Endurance by $H_W_Bad$value$COLOR_END. Increases Power by $H_W_GOOD$value2$COLOR_END.	476222	476223	0		FALSE	FALSE	FALSE	TRUE	28839	1	FALSE	8	1	5000				223	2	0																		
Double-edged Strike IV	Decreases Endurance by $H_W_Bad$value$COLOR_END. Increases Power by $H_W_GOOD$value2$COLOR_END.	476223	0.6	0		FALSE	FALSE	FALSE	TRUE	28839	1	FALSE	8	1	5000				4	3	0	3273		FXCenter126					3274										
Double-edged Strike IV	Decreases Endurance by $H_W_Bad$value$COLOR_END. Increases Power by $H_W_GOOD$value2$COLOR_END.	476223	1.4	0		FALSE	FALSE	FALSE	TRUE	28839	1	FALSE	8	1	5000				3	3	0	3266		FXCenter153					3269										
Double-edged Strike IV	Decreases Endurance by $H_W_Bad$value$COLOR_END. Increases Power by $H_W_GOOD$value2$COLOR_END.	476223	476224	0		FALSE	FALSE	FALSE	TRUE	28839	1	FALSE	8	1	5000				223	2	0																		
Double-edged Strike V	Decreases Endurance by $H_W_Bad$value$COLOR_END. Increases Power by $H_W_GOOD$value2$COLOR_END. Double-edged Strike V cannot be removed.	476224	0.5	0		FALSE	FALSE	FALSE	TRUE	28839	99	FALSE	8	1	300000				4	3	0	3273		FXCenter128					3274										
Double-edged Strike V	Decreases Endurance by $H_W_Bad$value$COLOR_END. Increases Power by $H_W_GOOD$value2$COLOR_END. Double-edged Strike V cannot be removed.	476224	1.5	0		FALSE	FALSE	FALSE	TRUE	28839	99	FALSE	8	1	300000				3	3	0	3266		FXCenter155					3269										
Faint	Stunned. Cannot move.	476225	5	0		FALSE	FALSE	FALSE	TRUE	6401	99	FALSE	8	3	1000				211	0	0			FXHead32	2012		1001												
Saravash's Spirit	Stunned. Cannot move!	476226	5	0		FALSE	FALSE	FALSE	TRUE	22401	99	FALSE	8	3	30000				211	0	0			FXHead32	2012		1001												
Blindlight	Stunned. Cannot move. Blindlight cannot be removed.	476302	5	0		FALSE	FALSE	FALSE	TRUE	28842	99	FALSE	8	3	10000				211	0	4			FXHead33	2012		1001												
Shocking Electricity	Stunned and immobilized by Shocking Source within 12m. Shocking Electricity cannot be removed.	476602	5	0		FALSE	FALSE	FALSE	TRUE	28852	99	FALSE	8	2	30000				211	0	0			FXCenter179	2012		1001												
Electricity Recharge First Stage	Increases Power by $H_W_GOOD$value$COLOR_END. Electricity Recharge stacks up to 4 times. Electricity Recharge First Stage cannot be removed.	476611	0.95	0	etc	TRUE	FALSE	FALSE	TRUE	6435	99	FALSE	8	4	1000				3	3	0			FXCenter186	65348														
Electricity Recharge Second Stage	Increases Power by $H_W_GOOD$value$COLOR_END. Electricity Recharge stacks up to 4 times. Electricity Recharge Second Stage cannot be removed.	476612	0.95	0	etc	TRUE	FALSE	FALSE	TRUE	6435	99	FALSE	8	4	1000				3	3	0			FXCenter187	65349														
Electricity Recharge Third Stage	Increases Power by $H_W_GOOD$value$COLOR_END. Electricity Recharge stacks up to 4 times. Electricity Recharge Third Stage cannot be removed.	476613	0.95	0	etc	TRUE	FALSE	FALSE	TRUE	6435	99	FALSE	8	4	1000				3	3	0			FXCenter188	65350														
Full Recharge	Increases Power by $H_W_GOOD$value$COLOR_END. Increases Attack Speed by $H_W_GOOD$value2$COLOR_END. Full Recharge cannot be removed.	476614	1.5	0	etc	FALSE	FALSE	FALSE	TRUE	6435	99	FALSE	8	4	30000				3	3	0			FXCenter188	65350														
Full Recharge	Increases Power by $H_W_GOOD$value$COLOR_END. Increases Attack Speed by $H_W_GOOD$value2$COLOR_END. Full Recharge cannot be removed.	476614	1.5	0	etc	FALSE	FALSE	FALSE	TRUE	6435	99	FALSE	8	4	30000				24	3	0																		
Electric Shock Stage 1	Increases damage from electricity by $H_W_BAD$value$COLOR_END. The fourth stage of Electric Shock—Stunned in Shock cannot be removed.	476615	0.95	20100		FALSE	FALSE	FALSE	TRUE	28859	1	FALSE	8	1	30000				104	3	0			FXCenter191	50380														
Electric Shock Stage 2	Increases damage from electricity by $H_W_BAD$value$COLOR_END. The fourth stage of Electric Shock—Stunned in Shock cannot be removed.	476616	0.95	20100		FALSE	FALSE	FALSE	TRUE	28859	1	FALSE	8	1	30000				104	3	0			FXCenter192	50381														
Electric Shock Stage 3	Increases damage from electricity by $H_W_BAD$value$COLOR_END. The fourth stage of Electric Shock—Stunned in Shock cannot be removed.	476617	0.95	20100		FALSE	FALSE	FALSE	TRUE	28859	1	FALSE	8	1	30000				104	3	0			FXCenter193	50415														
Stunned in Shock	Reduces HP by $H_W_BAD60%$COLOR_END of maximum after $H_W_BAD$tickInterval$COLOR_END. Stuns you and immobilizes you. Stunned in Shock cannot be removed.	476618	-0.6	0		FALSE	FALSE	FALSE	TRUE	28859	99	FALSE	8	1	10000				51	3	10			FXCenter195	4195		1005												
Stunned in Shock	Reduces HP by $H_W_BAD60%$COLOR_END of maximum after $H_W_BAD$tickInterval$COLOR_END. Stuns you and immobilizes you. Stunned in Shock cannot be removed.	476618	5	0		FALSE	FALSE	FALSE	TRUE	28859	99	FALSE	8	1	10000				211	0	0																		
Stunned in Shock	Reduces HP by $H_W_BAD60%$COLOR_END of maximum after $H_W_BAD$tickInterval$COLOR_END. Stuns you and immobilizes you. Stunned in Shock cannot be removed.	476618	476619	0		FALSE	FALSE	FALSE	TRUE	28859	99	FALSE	8	1	10000				248	0	0																		
Stunned in Shock	Reduces HP by $H_W_BAD60%$COLOR_END of maximum after $H_W_BAD$tickInterval$COLOR_END. Stuns you and immobilizes you. Stunned in Shock cannot be removed.	476618	0	0		FALSE	FALSE	FALSE	TRUE	28859	99	FALSE	8	1	10000				245	16	0																		
Stunned in Shock	Reduces HP by $H_W_BAD60%$COLOR_END of maximum after $H_W_BAD$tickInterval$COLOR_END. Stuns you and immobilizes you. Stunned in Shock cannot be removed.	476618	0	0		FALSE	FALSE	FALSE	TRUE	28859	99	FALSE	8	1	10000				287	0	0																		
Electricity Recharge Basic Remove	Test	476619	1	0		FALSE	FALSE	FALSE	FALSE	28858	99	FALSE	8	1	1000				4	3	0																		
Deep Sleep	Recovers $H_W_GOOD20%$COLOR_END of maximum HP every $H_W_GOOD$tickInterval$COLOR_END.	476621	0.2	0	etc	FALSE	TRUE	FALSE	TRUE	6445	99	FALSE	8	4	1000				51	3	1			FXBottom101	50015														
Electric Shock Stage 1	Increases damage from electricity by $H_W_BAD$value$COLOR_END. The fourth stage of Electric Shock—Stunned in Shock cannot be removed.	476625	0.95	20100		FALSE	FALSE	FALSE	TRUE	28859	1	FALSE	8	1	30000				104	3	0			FXCenter191	50380														
Electric Shock Stage 2	Increases damage from electricity by $H_W_BAD$value$COLOR_END. The fourth stage of Electric Shock—Stunned in Shock cannot be removed.	476626	0.95	20100		FALSE	FALSE	FALSE	TRUE	28859	1	FALSE	8	1	30000				104	3	0			FXCenter192	50381														
Electric Shock Stage 3	Increases damage from electricity by $H_W_BAD$value$COLOR_END. The fourth stage of Electric Shock—Stunned in Shock cannot be removed.	476627	0.95	20100		FALSE	FALSE	FALSE	TRUE	28859	1	FALSE	8	1	30000				104	3	0			FXCenter193	50415														
Stunned in Shock	Reduces HP by $H_W_BAD30%$COLOR_END of maximum after $H_W_BAD$tickInterval$COLOR_END. Stuns you and immobilizes you. Stunned in Shock cannot be removed.	476628	-0.3	0		FALSE	FALSE	FALSE	TRUE	28859	99	FALSE	8	1	5000				51	3	5			FXCenter195	4195		1005												
Stunned in Shock	Reduces HP by $H_W_BAD30%$COLOR_END of maximum after $H_W_BAD$tickInterval$COLOR_END. Stuns you and immobilizes you. Stunned in Shock cannot be removed.	476628	5	0		FALSE	FALSE	FALSE	TRUE	28859	99	FALSE	8	1	5000				211	0	0			FXCenter196	2012		1001												
Stunned in Shock	Reduces HP by $H_W_BAD30%$COLOR_END of maximum after $H_W_BAD$tickInterval$COLOR_END. Stuns you and immobilizes you. Stunned in Shock cannot be removed.	476628	476629	0		FALSE	FALSE	FALSE	TRUE	28859	99	FALSE	8	1	5000				248	0	0																		
Stunned in Shock	Reduces HP by $H_W_BAD30%$COLOR_END of maximum after $H_W_BAD$tickInterval$COLOR_END. Stuns you and immobilizes you. Stunned in Shock cannot be removed.	476628	0	0		FALSE	FALSE	FALSE	TRUE	28859	99	FALSE	8	1	5000				245	16	0																		
Stunned in Shock	Reduces HP by $H_W_BAD30%$COLOR_END of maximum after $H_W_BAD$tickInterval$COLOR_END. Stuns you and immobilizes you. Stunned in Shock cannot be removed.	476628	0	0		FALSE	FALSE	FALSE	TRUE	28859	99	FALSE	8	1	5000				287	0	0																		
Electricity Recharge Basic Remove	Test	476629	1	0		FALSE	FALSE	FALSE	FALSE	28858	99	FALSE	8	1	1000				4	3	0																		
Purification of Dagon Effect	Decreases MP by $H_W_BAD50%$COLOR_END every $H_W_BAD$tickInterval$COLOR_END. The Purification of Dagon cannot be removed.	476705	-0.5	0		FALSE	FALSE	FALSE	TRUE	28865	99	FALSE	8	2	30000				52	3	1				1175														
Nexus Implosion!	A nexus implodes upon you! In $H_W_BAD$time$COLOR_END, you will die.	476806	-10000000	0		FALSE	FALSE	FALSE	TRUE	25603	1	FALSE	1	1	10000				221	2	0	99076		FXCenter213															
Nexus Implosion!	A nexus implodes upon you! In $H_W_BAD$time$COLOR_END, you will die.	476806	0	0		FALSE	FALSE	FALSE	TRUE	25603	1	FALSE	1	1	10000				244	60018	0																		
Untimely Frivolity	Infused with Nexus Revelry, you're forced to dance! Oh geez, you can't stop!	476814	15	0		FALSE	FALSE	FALSE	TRUE	28861	99	FALSE	1	3	5000				211	0	0																		
High! Higher!	Increases Power by $H_W_GOOD$value$COLOR_END (up to $H_W_GOOD75%$COLOR_END) every time you jump.	476815	1.15	0	etc	FALSE	TRUE	FALSE	TRUE	28866	99	FALSE	1	4	20000				3	3	0	3266		FXCenter228					3269										
Nexus Energy	Increases Power by $H_W_GOOD$value$COLOR_END. Increases Attack Speed by $H_W_GOOD$value2$COLOR_END.	476818	1.5	0	etc	FALSE	TRUE	FALSE	TRUE	3229	99	FALSE	1	4	20000				3	3	0			FXBottom101	4614														
Nexus Energy	Increases Power by $H_W_GOOD$value$COLOR_END. Increases Attack Speed by $H_W_GOOD$value2$COLOR_END.	476818	1.2	0	etc	FALSE	TRUE	FALSE	TRUE	3229	99	FALSE	1	4	20000				24	3	0																		
Electric Arc	Staggers targets every $H_W_GOOD$tickInterval$COLOR_END.$BRElectric Arc cannot be removed.	476905	1	0		FALSE	FALSE	FALSE	TRUE	28883	99	FALSE	8	1	15000				61	0	2			FXCenter03															
Death's Touch	Drains $H_W_BAD50%$COLOR_END of maximum HP every $H_W_BAD$tickInterval$COLOR_END.	476906	-0.5	0		FALSE	FALSE	FALSE	TRUE	28889	99	FALSE	8	1	1000				51	3	1				50015														
Spiritual Breakdown	Stuns and immobilizes you. Drains $H_W_BAD2%$COLOR_END of maximum HP every $H_W_BAD$tickInterval2$COLOR_END.$BRSpiritual Breakdown cannot be removed.	476907	5	0		FALSE	FALSE	FALSE	TRUE	28886	99	FALSE	8	2	60000				211	0	0			FXHead38	2012		1001												
Spiritual Breakdown	Stuns and immobilizes you. Drains $H_W_BAD2%$COLOR_END of maximum HP every $H_W_BAD$tickInterval2$COLOR_END.$BRSpiritual Breakdown cannot be removed.	476907	-0.02	0		FALSE	FALSE	FALSE	TRUE	28886	99	FALSE	8	2	60000				51	3	1				50015														
Electric Arc	No Effect.	476908	1	0		FALSE	FALSE	FALSE	TRUE	28883	99	FALSE	8	1	15000				4	3	0			FXCenter03															
Parasitic Bite	Reduces HP by $H_W_BAD50%$COLOR_END of maximum.	477007	-0.5	0		FALSE	FALSE	FALSE	TRUE	28893	98	FALSE	8	2	2000				51	3	2			FXBottom92	50015														
Parasitic Bite	Reduces HP by $H_W_BAD50%$COLOR_END of maximum.	477007	0	0		FALSE	FALSE	FALSE	TRUE	28893	98	FALSE	8	2	2000				244	426718	0																		
Shaken Off	Increases Movement Speed by $H_W_GOOD$value$COLOR_END.$BRCannot be removed.	477008	1.1	0	etc	FALSE	TRUE	FALSE	TRUE	28875	99	FALSE	8	4	10000				5	3	0			FXCenter69	1082														
Shaken Off	Increases Movement Speed by $H_W_GOOD$value$COLOR_END.$BRCannot be removed.	477008	0	0	etc	FALSE	TRUE	FALSE	TRUE	28875	99	FALSE	8	4	10000				244	426719	0																		
System Seizure	Reduces HP by $H_W_BAD50%$COLOR_END of maximum every $H_W_BAD$tickInterval$COLOR_END. Decreases Movement Speed by $H_W_GOOD$value2$COLOR_END. Also causes vertigo.$BRSystem Seizure cannot be removed.	477014	-0.5	0		FALSE	FALSE	FALSE	TRUE	28877	99	FALSE	8	2	6000				51	3	1			FXCenter96	50015														
System Seizure	Reduces HP by $H_W_BAD50%$COLOR_END of maximum every $H_W_BAD$tickInterval$COLOR_END. Decreases Movement Speed by $H_W_GOOD$value2$COLOR_END. Also causes vertigo.$BRSystem Seizure cannot be removed.	477014	0.5	0		FALSE	FALSE	FALSE	TRUE	28877	99	FALSE	8	2	6000				5	3	0			FXBottom81	50141		1010												
System Seizure	Reduces HP by $H_W_BAD50%$COLOR_END of maximum every $H_W_BAD$tickInterval$COLOR_END. Decreases Movement Speed by $H_W_GOOD$value2$COLOR_END. Also causes vertigo.$BRSystem Seizure cannot be removed.	477014	0.9	0		FALSE	FALSE	FALSE	TRUE	28877	99	FALSE	8	2	6000				28	3	0																		
System Seizure	Reduces HP by $H_W_BAD50%$COLOR_END of maximum every $H_W_BAD$tickInterval$COLOR_END. Decreases Movement Speed by $H_W_GOOD$value2$COLOR_END. Also causes vertigo.$BRSystem Seizure cannot be removed.	477014	0	0		FALSE	FALSE	FALSE	TRUE	28877	99	FALSE	8	2	6000				244	426716	0																		
Queen's Shriek 1	Queen's Shriek 1	477018	1.5	0	etc	FALSE	TRUE	FALSE	TRUE	6457	1	FALSE	8	4	20000				3	3	0	3266		FXCenter185					3269										
Queen's Shriek 2	Queen's Shriek 2	477019	2	0	etc	FALSE	TRUE	FALSE	TRUE	6457	2	FALSE	8	4	20000				3	3	0	3266		FXCenter155					3269										
Queen's Shriek 3	Queen's Shriek 3	477020	5	0	etc	FALSE	TRUE	FALSE	TRUE	6457	99	FALSE	8	4	20000				3	3	0	3266		FXCenter155					3269										
Queen's Curse Aura	When curse ends, your HP will be set to $H_W_BAD$value$COLOR_END.	477022	100	0		FALSE	FALSE	FALSE	TRUE	28896	99	FALSE	8	2	10000				221	1	0			FXBottom92	50015														
Queen's Arrogance Aura	Increases Power by $H_W_GOOD$value$COLOR_END.	477023	1.3	0	etc	FALSE	TRUE	FALSE	TRUE	6467	99	FALSE	8	4	10000				3	3	0																		
Queen's Wrath	Increases Power by $H_W_GOOD$value$COLOR_END. Increases Attack Speed by $H_W_GOOD$value2$COLOR_END.	477026	3	0	etc	TRUE	FALSE	FALSE	TRUE	6456	99	FALSE	8	4	1000				3	3	0			FXBottom110	4610														
Queen's Wrath	Increases Power by $H_W_GOOD$value$COLOR_END. Increases Attack Speed by $H_W_GOOD$value2$COLOR_END.	477026	1.2	0	etc	TRUE	FALSE	FALSE	TRUE	6456	99	FALSE	8	4	1000				24	3	0																		
Indomitable Spirit	Increases Balance Factor by $H_W_GOOD$value$COLOR_END. Increases Crit Resist Factor by $H_W_GOOD$value2$COLOR_END. Increases Endurance by $H_W_GOOD$value3$COLOR_END.$BRIndomitable Spirit cannot be removed.	477101	2	0	etc	TRUE	TRUE	FALSE	TRUE	6461	99	FALSE	8	4	600000				9	3	0																		
Indomitable Spirit	Increases Balance Factor by $H_W_GOOD$value$COLOR_END. Increases Crit Resist Factor by $H_W_GOOD$value2$COLOR_END. Increases Endurance by $H_W_GOOD$value3$COLOR_END.$BRIndomitable Spirit cannot be removed.	477101	2	0	etc	TRUE	TRUE	FALSE	TRUE	6461	99	FALSE	8	4	600000				7	3	0																		
Indomitable Spirit	Increases Balance Factor by $H_W_GOOD$value$COLOR_END. Increases Crit Resist Factor by $H_W_GOOD$value2$COLOR_END. Increases Endurance by $H_W_GOOD$value3$COLOR_END.$BRIndomitable Spirit cannot be removed.	477101	2	0	etc	TRUE	TRUE	FALSE	TRUE	6461	99	FALSE	8	4	600000				4	3	0	3267		FXCenter186					3270										
Polluted Blood	Loses $H_W_BAD2%$COLOR_END of maximum HP every $H_W_BAD$tickInterval$COLOR_END.	494550	-0.02	0		TRUE	FALSE	FALSE	TRUE	28845	1	FALSE	8	2	1000				51	3	1			FXCenter179	4195		1005												
Futility	Decreases skill damage by $H_W_BAD$value$COLOR_END. Effect continues as long as you're near a Harbinger of Futility.	495006	0.5	0		TRUE	FALSE	FALSE	TRUE	28816	9	FALSE	7	1	1000				162	3	0	3271		FXCenter111					3272										
Mana Boost I	Increases Attack Speed by $H_W_GOOD20%$COLOR_END and deals $H_W_GOOD$value$COLOR_END more damage against monsters.	500100	1.1	0	skill	FALSE	TRUE	FALSE	TRUE	144	1	FALSE	1	4	15000				162	3	0			FXCenter209	7438				7439										
Mana Boost I	Increases Attack Speed by $H_W_GOOD20%$COLOR_END and deals $H_W_GOOD$value$COLOR_END more damage against monsters.	500100	1.2	0	skill	FALSE	TRUE	FALSE	TRUE	144	1	FALSE	1	4	15000				24	3	0																		
Mana Boost II	Increases Attack Speed by $H_W_GOOD30%$COLOR_END and deals $H_W_GOOD$value$COLOR_END more damage against monsters.	500150	1.2	0	skill	FALSE	TRUE	FALSE	TRUE	144	1	FALSE	1	4	15000				162	3	0			FXCenter209	7438				7439										
