equipmentId	balance	countOfSlot	def	impact	maxAtk	minAtk	passivityLinkG	part
10572500	0	3	0	12108	3804	3804	212007	
10572550	0	3	0	12713	3898	3898	212007	
10573100	0	2	0	13318	3992	3992	211607	
10573150	0	2	0	13984	4092	4092	211607	
10573200	0	3	0	16648	4081	4081	211707	
10573250	0	3	0	17480	4184	4184	211707	
10573300	0	3	0	19977	4369	4369	211807	
10573350	0	3	0	20976	4479	4479	211807	
10573400	0	4	0	24905	4457	4457	211907	
10573450	0	4	0	26150	4569	4569	211907	
10573500	0	3	0	13318	3992	3992	212007	
10573550	0	3	0	13984	4092	4092	212007	
10574100	0	2	0	14650	4192	4192	211607	
10574150	0	2	0	15382	4297	4297	211607	
10574200	0	3	0	18312	4286	4286	211707	
10574250	0	3	0	19228	4393	4393	211707	
10574300	0	3	0	21974	4588	4588	211807	
10574350	0	3	0	23074	4703	4703	211807	
10574400	0	4	0	27395	4681	4681	211907	
10574450	0	4	0	28765	4798	4798	211907	
10574500	0	3	0	14650	4192	4192	212007	
10574550	0	3	0	15382	4297	4297	212007	
10575100	0	2	0	16114	4402	4402	211607	
10575150	0	2	0	16920	4512	4512	211607	
10575200	0	3	0	20143	4501	4501	211707	
10575250	0	3	0	21150	4613	4613	211707	
10575300	0	3	0	24172	4818	4818	211807	
10575350	0	3	0	25380	4938	4938	211807	
10575400	0	4	0	30134	4915	4915	211907	
10575450	0	4	0	31640	5038	5038	211907	
10575500	0	3	0	16114	4402	4402	212007	
10575550	0	3	0	16920	4512	4512	212007	
10576100	0	2	0	17726	4623	4623	211607	
10576150	0	2	0	18612	4738	4738	211607	
10576200	0	3	0	22158	4726	4726	211707	
10576250	0	3	0	23265	4844	4844	211707	
10576300	0	3	0	26589	5060	5060	211807	
10576350	0	3	0	27918	5186	5186	211807	
10576400	0	4	0	33148	5162	5162	211907	
10576450	0	4	0	34805	5290	5290	211907	
10576500	0	3	0	17726	4623	4623	212007	
10576550	0	3	0	18612	4738	4738	212007	
10577100	0	2	0	19498	4854	4854	211607	
10577150	0	2	0	20473	4990	4990	211607	
10577200	0	3	0	24373	4963	4963	211707	
10577250	0	3	0	25591	5102	5102	211707	
10577300	0	3	0	29248	5313	5313	211807	
10577350	0	3	0	30709	5462	5462	211807	
10577400	0	4	0	36462	5420	5420	211907	
10577450	0	4	0	38284	5572	5572	211907	
10577500	0	3	0	19498	4854	4854	212007	
10577550	0	3	0	20473	4990	4990	212007	
10578100	0	2	0	21448	5125	5125	211607	
10578150	0	2	0	22520	5254	5254	211607	
10578200	0	3	0	26810	5240	5240	211707	
10578250	0	3	0	28150	5372	5372	211707	
10578300	0	3	0	32173	5609	5609	211807	
10578350	0	3	0	33781	5751	5751	211807	
10578400	0	4	0	40108	5722	5722	211907	
10578401	0	4	0	40509	5779	5779	211907	
10578402	0	4	0	40910	5836	5836	211907	
10578450	0	4	0	42113	5866	5866	211907	
10578451	0	4	0	42534	5924	5924	211907	
10578452	0	4	0	42955	5983	5983	211907	
10578500	0	3	0	21448	5125	5125	212007	
10578550	0	3	0	22520	5254	5254	212007	
10579100	0	2	0	23594	5382	5382	211607	
10579150	0	2	0	23711	5516	5516	211607	
10579200	0	3	0	29492	5502	5502	211707	
10579250	0	3	0	29639	5639	5639	211707	
10579300	0	3	0	35390	5891	5891	211807	
10579350	0	3	0	35567	6037	6037	211807	
10579400	0	4	0	44120	6009	6009	211907	
10579401	0	4	0	44561	6069	6069	211907	
10579402	0	4	0	45002	6129	6129	211907	
10579450	0	4	0	44340	6159	6159	211907	
10579500	0	3	0	23594	5382	5382	212007	
10579550	0	3	0	23711	5516	5516	212007	
10580100	0	2	0	23830	5650	5650	211607	
10580200	0	3	0	29787	5776	5776	211707	
10580300	0	3	0	35745	6184	6184	211807	
10580400	0	4	0	44562	6308	6308	211907	
10580450	0	4	0	44784	6467	6467	211907	
10580500	0	3	0	23830	5650	5650	212007	
10581400	0	4	0	45007	6624	6624	211907	
10581450	0	4	0	45231	6789	6789	211907	
10582400	0	4	0	45457	6954	6954	211907	
10582450	0	4	0	45685	7128	7128	211907	
10583400	0	4	0	45913	7303	7303	211907	
10583450	0	4	0	46142	7485	7485	211907	
10584400	0	4	0	46372	7666	7666	211907	
10584401	0	4	0	46835	7742	7742	211907	
10584402	0	4	0	47299	7819	7819	211907	
10584450	0	4	0	46604	7858	7858	211907	
10585400	0	4	0	46835	8051	8051	211907	
10585401	0	4	0	47303	8131	8131	211907	
10585402	0	4	0	47771	8212	8212	211907	
10585450	0	4	0	47069	8252	8252	211907	
10586400	0	4	0	47305	8453	8453	211907	
10586450	0	4	0	47540	8664	8664	211907	
10587400	0	4	0	47778	8877	8877	211907	
10587450	0	4	0	48015	9099	9099	211907	
10588400	0	4	0	48255	9321	9321	211907	
10588450	0	4	0	48496	9553	9553	211907	
10588470	0	4	0	48593	9648	9648	211907	
10589400	0	4	0	48738	9785	9785	211907	
10589450	0	4	0	48981	10030	10030	211907	
10590400	0	4	0	49225	10274	10274	211907	
10590450	0	4	0	49472	10531	10531	211907	
10591400	0	4	0	49718	10788	10788	211907	
10591450	0	4	0	49967	11058	11058	211907	
10592400	0	4	0	50215	11327	11327	211907	
10592450	0	4	0	50466	11611	11611	211907	
10593400	0	4	0	50717	11895	11895	211907	
10593450	0	4	0	50970	12193	12193	211907	
10594400	0	4	0	51224	12491	12491	211907	
10594450	0	4	0	51479	12802	12802	211907	
10595400	0	4	0	51736	13115	13115	211907	
10595450	0	4	0	51993	13443	13443	211907	
10596400	0	4	0	52253	13770	13770	211907	
10596450	0	4	0	52514	14115	14115	211907	
10597400	0	4	0	52775	14459	14459	211907	
10597450	0	4	0	53038	14820	14820	211907	
10598400	0	4	0	53303	15181	15181	211907	
10598450	0	4	0	53568	15560	15560	211907	
10599400	0	4	0	53835	15941	15941	211907	
10599450	0	4	0	54104	16339	16339	211907	
10601100	0	2	0	14	45	45	211100	
10601150	0	2	0	15	47	47	211100	
10601200	0	3	0	17	47	47	211200	
10601250	0	3	0	19	50	50	211200	
10601300	0	3	0	21	52	52	211300	
10601350	0	3	0	22	54	54	211300	
10601400	0	4	0	26	54	54	211400	
10601450	0	4	0	28	57	57	211400	
10601500	0	3	0	14	45	45	211500	
10601550	0	3	0	15	47	47	211500	
10602100	0	2	0	15	49	49	211100	
10602150	0	2	0	15	50	50	211100	
10602200	0	3	0	19	52	52	211200	
10602250	0	3	0	19	53	53	211200	
10602300	0	3	0	22	57	57	211300	
10602350	0	3	0	22	58	58	211300	
10602400	0	4	0	28	59	59	211400	
10602450	0	4	0	28	61	61	211400	
10602500	0	3	0	15	49	49	211500	
10602550	0	3	0	15	50	50	211500	
10603100	0	2	0	16	50	50	211100	
10603150	0	2	0	17	52	52	211100	
10603200	0	3	0	20	53	53	211200	
10603250	0	3	0	21	55	55	211200	
10603300	0	3	0	24	58	58	211300	
10603350	0	3	0	26	60	60	211300	
10603400	0	4	0	30	61	61	211400	
10603450	0	4	0	32	63	63	211400	
10603500	0	3	0	16	50	50	211500	
10603550	0	3	0	17	52	52	211500	
10604100	0	2	0	18	55	55	211100	
10604150	0	2	0	19	57	57	211100	
10604200	0	3	0	23	58	58	211200	
10604250	0	3	0	24	60	60	211200	
10604300	0	3	0	27	64	64	211300	
10604350	0	3	0	29	66	66	211300	
10604400	0	4	0	34	67	67	211400	
10604450	0	4	0	36	69	69	211400	
10604500	0	3	0	18	55	55	211500	
10604550	0	3	0	19	57	57	211500	
10605100	0	2	0	20	59	59	211100	
10605150	0	2	0	21	60	60	211100	
10605200	0	3	0	25	62	62	211200	
10605250	0	3	0	27	63	63	211200	
10605300	0	3	0	30	68	68	211300	
10605350	0	3	0	32	69	69	211300	
10605400	0	4	0	38	71	71	211400	
10605450	0	4	0	40	73	73	211400	
10605500	0	3	0	20	59	59	211500	
10605550	0	3	0	21	60	60	211500	
10606100	0	2	0	22	62	62	211100	
10606150	0	2	0	24	64	64	211100	
10606200	0	3	0	28	65	65	211200	
10606250	0	3	0	29	67	67	211200	
10606300	0	3	0	34	72	72	211300	
10606350	0	3	0	35	74	74	211300	
10606400	0	4	0	42	75	75	211400	
10606450	0	4	0	44	78	78	211400	
10606500	0	3	0	22	62	62	211500	
10606550	0	3	0	24	64	64	211500	
10607100	0	2	0	25	67	67	211100	
10607150	0	2	0	26	70	70	211100	
10607200	0	3	0	31	71	71	211200	
10607250	0	3	0	32	74	74	211200	
10607300	0	3	0	37	78	78	211300	
10607350	0	3	0	39	81	81	211300	
10607400	0	4	0	46	81	81	211400	
10607450	0	4	0	48	85	85	211400	
10607500	0	3	0	25	67	67	211500	
10607550	0	3	0	26	70	70	211500	
10608100	0	2	0	27	73	73	211100	
10608150	0	2	0	28	75	75	211100	
10608200	0	3	0	33	77	77	211200	
10608250	0	3	0	35	79	79	211200	
10608300	0	3	0	40	84	84	211300	
10608350	0	3	0	42	87	87	211300	
10608400	0	4	0	50	88	88	211400	
10608450	0	4	0	52	91	91	211400	
10608500	0	3	0	27	73	73	211500	
10608550	0	3	0	28	75	75	211500	
10609100	0	2	0	30	77	77	211100	
10609150	0	2	0	32	80	80	211100	
10609200	0	3	0	37	81	81	211200	
10609250	0	3	0	40	84	84	211200	
10609300	0	3	0	45	89	89	211300	
10609350	0	3	0	48	93	93	211300	
10609400	0	4	0	56	93	93	211400	
10609450	0	4	0	60	97	97	211400	
10609500	0	3	0	30	77	77	211500	
10609550	0	3	0	32	80	80	211500	
10610100	0	2	0	33	83	83	211100	
10610150	0	2	0	34	86	86	211100	
10610200	0	3	0	41	87	87	211200	
10610250	0	3	0	43	91	91	211200	
10610300	0	3	0	50	96	96	211300	
10610350	0	3	0	51	100	100	211300	
10610400	0	4	0	62	101	101	211400	
10610450	0	4	0	64	104	104	211400	
10610500	0	3	0	33	83	83	211500	
10610550	0	3	0	34	86	86	211500	
10611100	0	2	0	36	88	88	211101	
10611150	0	2	0	39	92	92	211101	
10611200	0	3	0	45	93	93	211201	
10611250	0	3	0	48	97	97	211201	
10611300	0	3	0	55	102	102	211301	
10611350	0	3	0	58	106	106	211301	
10611400	0	4	0	68	107	107	211401	
10611450	0	4	0	72	111	111	211401	
10611500	0	3	0	36	88	88	211501	
10611550	0	3	0	39	92	92	211501	
10612100	0	2	0	40	96	96	211101	
10612150	0	2	0	42	98	98	211101	
10612200	0	3	0	49	101	101	211201	
10612250	0	3	0	52	103	103	211201	
10612300	0	3	0	59	111	111	211301	
10612350	0	3	0	63	113	113	211301	
10612400	0	4	0	74	116	116	211401	
10612450	0	4	0	78	119	119	211401	
10612500	0	3	0	40	96	96	211501	
10612550	0	3	0	42	98	98	211501	
10613100	0	2	0	44	101	101	211101	
10613150	0	2	0	46	104	104	211101	
10613200	0	3	0	55	106	106	211201	
10613250	0	3	0	58	110	110	211201	
10613300	0	3	0	66	117	117	211301	
10613350	0	3	0	69	120	120	211301	
10613400	0	4	0	82	122	122	211401	
10613450	0	4	0	86	126	126	211401	
10613500	0	3	0	44	101	101	211501	
10613550	0	3	0	46	104	104	211501	
10614100	0	2	0	48	107	107	211101	
10614150	0	2	0	51	112	112	211101	
10614200	0	3	0	60	113	113	211201	
10614250	0	3	0	64	118	118	211201	
10614300	0	3	0	72	124	124	211301	
10614350	0	3	0	77	130	130	211301	
10614400	0	4	0	90	130	130	211401	
10614450	0	4	0	96	136	136	211401	
10614500	0	3	0	48	107	107	211501	
10614550	0	3	0	51	112	112	211501	
10615100	0	2	0	54	116	116	211101	
10615150	0	2	0	56	120	120	211101	
10615200	0	3	0	67	122	122	211201	
10615250	0	3	0	70	126	126	211201	
10615300	0	3	0	80	134	134	211301	
10615350	0	3	0	83	139	139	211301	
10615400	0	4	0	100	140	140	211401	
10615450	0	4	0	104	145	145	211401	
10615500	0	3	0	54	116	116	211501	
10615550	0	3	0	56	120	120	211501	
10616100	0	2	0	59	124	124	211101	
10616150	0	2	0	62	128	128	211101	
10616200	0	3	0	74	131	131	211201	
10616250	0	3	0	78	135	135	211201	
10616300	0	3	0	88	143	143	211301	
10616350	0	3	0	93	148	148	211301	
10616400	0	4	0	110	150	150	211401	
10616450	0	4	0	116	155	155	211401	
10616500	0	3	0	59	124	124	211501	
10616550	0	3	0	62	128	128	211501	
10617100	0	2	0	65	132	132	211101	
10617150	0	2	0	68	136	136	211101	
10617200	0	3	0	82	139	139	211201	
10617250	0	3	0	86	143	143	211201	
10617300	0	3	0	98	153	153	211301	
10617350	0	3	0	103	157	157	211301	
10617400	0	4	0	122	160	160	211401	
10617450	0	4	0	128	165	165	211401	
10617500	0	3	0	65	132	132	211501	
10617550	0	3	0	68	136	136	211501	
10618100	0	2	0	72	140	140	211101	
10618150	0	2	0	75	145	145	211101	
10618200	0	3	0	90	148	148	211201	
10618250	0	3	0	94	153	153	211201	
10618300	0	3	0	108	162	162	211301	
10618350	0	3	0	112	168	168	211301	
10618400	0	4	0	134	170	170	211401	
10618450	0	4	0	140	176	176	211401	
10618500	0	3	0	72	140	140	211501	
10618550	0	3	0	75	145	145	211501	
10619100	0	2	0	79	150	150	211101	
10619150	0	2	0	83	156	156	211101	
10619200	0	3	0	99	158	158	211201	
10619250	0	3	0	104	164	164	211201	
10619300	0	3	0	119	174	174	211301	
10619350	0	3	0	125	180	180	211301	
10619400	0	4	0	148	182	182	211401	
10619450	0	4	0	156	189	189	211401	
10619500	0	3	0	79	150	150	211501	
10619550	0	3	0	83	156	156	211501	
10620100	0	2	0	87	163	163	211101	
10620150	0	2	0	91	169	169	211101	
10620200	0	3	0	108	172	172	211201	
10620250	0	3	0	114	178	178	211201	
10620300	0	3	0	130	189	189	211301	
10620350	0	3	0	136	196	196	211301	
10620400	0	4	0	162	197	197	211401	
10620450	0	4	0	170	205	205	211401	
10620500	0	3	0	87	163	163	211501	
10620550	0	3	0	91	169	169	211501	
10621100	0	2	0	95	175	175	211102	
10621150	0	2	0	101	180	180	211102	
10621200	0	3	0	119	184	184	211202	
10621250	0	3	0	126	190	190	211202	
10621300	0	3	0	143	202	202	211302	
10621350	0	3	0	151	208	208	211302	
10621400	0	4	0	178	212	212	211402	
10621450	0	4	0	188	218	218	211402	
10621500	0	3	0	95	175	175	211502	
10621550	0	3	0	101	180	180	211502	
10622100	0	2	0	105	184	184	211102	
10622150	0	2	0	110	191	191	211102	
10622200	0	3	0	131	194	194	211202	
10622250	0	3	0	138	201	201	211202	
10622300	0	3	0	157	213	213	211302	
10622350	0	3	0	165	221	221	211302	
10622400	0	4	0	196	223	223	211402	
10622450	0	4	0	206	231	231	211402	
10622500	0	3	0	105	184	184	211502	
10622550	0	3	0	110	191	191	211502	
10623100	0	2	0	116	198	198	211102	
10623150	0	2	0	122	205	205	211102	
10623200	0	3	0	144	209	209	211202	
10623250	0	3	0	152	216	216	211202	
10623300	0	3	0	173	229	229	211302	
10623350	0	3	0	183	237	237	211302	
10623400	0	4	0	216	240	240	211402	
10623450	0	4	0	228	248	248	211402	
10623500	0	3	0	116	198	198	211502	
10623550	0	3	0	122	205	205	211502	
10624100	0	2	0	127	212	212	211102	
10624150	0	2	0	134	220	220	211102	
10624200	0	3	0	159	223	223	211202	
10624250	0	3	0	167	232	232	211202	
10624300	0	3	0	191	245	245	211302	
10624350	0	3	0	201	255	255	211302	
10624400	0	4	0	238	257	257	211402	
10624450	0	4	0	250	266	266	211402	
10624500	0	3	0	127	212	212	211502	
10624550	0	3	0	134	220	220	211502	
10625100	0	2	0	140	228	228	211102	
10625150	0	2	0	148	235	235	211102	
10625200	0	3	0	175	240	240	211202	
10625250	0	3	0	185	248	248	211202	
10625300	0	3	0	210	264	264	211302	
10625350	0	3	0	221	272	272	211302	
10625400	0	4	0	262	276	276	211402	
10625450	0	4	0	276	285	285	211402	
10625500	0	3	0	140	228	228	211502	
10625550	0	3	0	148	235	235	211502	
10626100	0	2	0	154	242	242	211102	
10626150	0	2	0	162	252	252	211102	
10626200	0	3	0	193	255	255	211202	
10626250	0	3	0	202	266	266	211202	
10626300	0	3	0	231	280	280	211302	
10626350	0	3	0	242	292	292	211302	
10626400	0	4	0	288	293	293	211402	
10626450	0	4	0	302	305	305	211402	
10626500	0	3	0	154	242	242	211502	
10626550	0	3	0	162	252	252	211502	
10627100	0	2	0	169	261	261	211102	
10627150	0	2	0	178	270	270	211102	
10627200	0	3	0	211	275	275	211202	
10627250	0	3	0	222	285	285	211202	
10627300	0	3	0	254	302	302	211302	
10627350	0	3	0	266	312	312	211302	
10627400	0	4	0	316	316	316	211402	
10627450	0	4	0	332	327	327	211402	
10627500	0	3	0	169	261	261	211502	
10627550	0	3	0	178	270	270	211502	
10628100	0	2	0	186	278	278	211102	
10628150	0	2	0	195	288	288	211102	
10628200	0	3	0	233	293	293	211202	
10628250	0	3	0	243	304	304	211202	
10628300	0	3	0	279	322	322	211302	
10628350	0	3	0	292	333	333	211302	
10628400	0	4	0	348	337	337	211402	
10628450	0	4	0	364	349	349	211402	
10628500	0	3	0	186	278	278	211502	
10628550	0	3	0	195	288	288	211502	
10629100	0	2	0	204	297	297	211102	
10629150	0	2	0	214	308	308	211102	
10629200	0	3	0	255	313	313	211202	
10629250	0	3	0	268	325	325	211202	
10629300	0	3	0	307	344	344	211302	
10629350	0	3	0	321	356	356	211302	
10629400	0	4	0	382	360	360	211402	
10629450	0	4	0	400	373	373	211402	
10629500	0	3	0	204	297	297	211502	
10629550	0	3	0	214	308	308	211502	
10630100	0	2	0	225	320	320	211102	
10630150	0	2	0	235	331	331	211102	
10630200	0	3	0	281	337	337	211202	
10630250	0	3	0	294	349	349	211202	
10630300	0	3	0	337	370	370	211302	
10630350	0	3	0	353	383	383	211302	
10630400	0	4	0	420	388	388	211402	
10630450	0	4	0	440	401	401	211402	
10630500	0	3	0	225	320	320	211502	
10630550	0	3	0	235	331	331	211502	
10631100	0	2	0	247	342	342	211103	
10631150	0	2	0	259	353	353	211103	
10631200	0	3	0	309	360	360	211203	
10631250	0	3	0	324	372	372	211203	
10631300	0	3	0	371	396	396	211303	
10631350	0	3	0	388	408	408	211303	
10631400	0	4	0	462	414	414	211403	
10631450	0	4	0	484	427	427	211403	
10631500	0	3	0	247	342	342	211503	
10631550	0	3	0	259	353	353	211503	
10632100	0	2	0	272	364	364	211103	
10632150	0	2	0	285	377	377	211103	
10632200	0	3	0	340	384	384	211203	
10632250	0	3	0	356	397	397	211203	
10632300	0	3	0	408	421	421	211303	
10632350	0	3	0	427	436	436	211303	
10632400	0	4	0	508	441	441	211403	
10632450	0	4	0	532	457	457	211403	
10632500	0	3	0	272	364	364	211503	
10632550	0	3	0	285	377	377	211503	
10633100	0	2	0	299	390	390	211103	
10633150	0	2	0	314	404	404	211103	
10633200	0	3	0	373	411	411	211203	
10633250	0	3	0	392	426	426	211203	
10633300	0	3	0	448	451	451	211303	
10633350	0	3	0	470	467	467	211303	
10633400	0	4	0	558	472	472	211403	
10633450	0	4	0	586	489	489	211403	
10633500	0	3	0	299	390	390	211503	
10633550	0	3	0	314	404	404	211503	
10634100	0	2	0	328	419	419	211103	
10634150	0	2	0	345	433	433	211103	
10634200	0	3	0	411	442	442	211203	
10634250	0	3	0	431	456	456	211203	
10634300	0	3	0	493	485	485	211303	
10634350	0	3	0	517	501	501	211303	
10634400	0	4	0	614	507	507	211403	
10634450	0	4	0	644	524	524	211403	
10634500	0	3	0	328	419	419	211503	
10634550	0	3	0	345	433	433	211503	
10635100	0	2	0	362	447	447	211103	
10635150	0	2	0	380	462	462	211103	
10635200	0	3	0	452	471	471	211203	
10635250	0	3	0	475	487	487	211203	
10635300	0	3	0	542	517	517	211303	
10635350	0	3	0	570	535	535	211303	
10635400	0	4	0	676	541	541	211403	
10635450	0	4	0	710	559	559	211403	
10635500	0	3	0	362	447	447	211503	
10635550	0	3	0	380	462	462	211503	
10636100	0	2	0	398	478	478	211103	
10636150	0	2	0	417	494	494	211103	
10636200	0	3	0	498	504	504	211203	
10636250	0	3	0	522	521	521	211203	
10636300	0	3	0	597	553	553	211303	
10636350	0	3	0	626	572	572	211303	
10636400	0	4	0	744	579	579	211403	
10636450	0	4	0	780	598	598	211403	
10636500	0	3	0	398	478	478	211503	
10636550	0	3	0	417	494	494	211503	
10637100	0	2	0	438	511	511	211103	
10637150	0	2	0	460	529	529	211103	
10637200	0	3	0	547	539	539	211203	
10637250	0	3	0	575	558	558	211203	
10637300	0	3	0	656	591	591	211303	
10637350	0	3	0	690	612	612	211303	
10637400	0	4	0	818	619	619	211403	
10637450	0	4	0	860	641	641	211403	
10637500	0	3	0	438	511	511	211503	
10637550	0	3	0	460	529	529	211503	
10638100	0	2	0	482	547	547	211103	
10638150	0	2	0	505	567	567	211103	
10638200	0	3	0	602	577	577	211203	
10638250	0	3	0	631	598	598	211203	
10638300	0	3	0	722	633	633	211303	
10638350	0	3	0	758	656	656	211303	
10638400	0	4	0	900	662	662	211403	
10638450	0	4	0	944	687	687	211403	
10638500	0	3	0	482	547	547	211503	
10638550	0	3	0	505	567	567	211503	
10639100	0	2	0	530	587	587	211103	
10639150	0	2	0	556	607	607	211103	
10639200	0	3	0	662	619	619	211203	
10639250	0	3	0	696	640	640	211203	
10639300	0	3	0	794	679	679	211303	
10639350	0	3	0	835	702	702	211303	
10639400	0	4	0	990	711	711	211403	
10639450	0	4	0	1040	735	735	211403	
10639500	0	3	0	530	587	587	211503	
10639550	0	3	0	556	607	607	211503	
10640100	0	2	0	583	627	627	211103	
10640150	0	2	0	612	649	649	211103	
10640200	0	3	0	729	661	661	211203	
10640250	0	3	0	765	684	684	211203	
10640300	0	3	0	875	725	725	211303	
10640350	0	3	0	918	751	751	211303	
10640400	0	4	0	1090	759	759	211403	
10640450	0	4	0	1145	786	786	211403	
10640500	0	3	0	583	627	627	211503	
10640550	0	3	0	612	649	649	211503	
10641100	0	2	0	642	671	671	211104	
10641150	0	2	0	674	694	694	211104	
10641200	0	3	0	802	707	707	211204	
10641250	0	3	0	843	731	731	211204	
10641300	0	3	0	963	776	776	211304	
10641350	0	3	0	1011	803	803	211304	
10641400	0	4	0	1201	813	813	211404	
10641450	0	4	0	1261	840	840	211404	
10641500	0	3	0	642	671	671	211504	
10641550	0	3	0	674	694	694	211504	
10642100	0	2	0	706	718	718	211104	
10642150	0	2	0	742	742	742	211104	
10642200	0	3	0	883	757	757	211204	
10642250	0	3	0	927	782	782	211204	
10642300	0	3	0	1059	831	831	211304	
10642350	0	3	0	1112	858	858	211304	
10642400	0	4	0	1321	869	869	211404	
10642450	0	4	0	1387	899	899	211404	
10642500	0	3	0	706	718	718	211504	
10642550	0	3	0	742	742	742	211504	
10643100	0	2	0	777	767	767	211104	
10643150	0	2	0	815	795	795	211104	
10643200	0	3	0	971	808	808	211204	
10643250	0	3	0	1019	838	838	211204	
10643300	0	3	0	1165	887	887	211304	
10643350	0	3	0	1223	920	920	211304	
10643400	0	4	0	1453	929	929	211404	
10643450	0	4	0	1525	963	963	211404	
10643500	0	3	0	777	767	767	211504	
10643550	0	3	0	815	795	795	211504	
10644100	0	2	0	855	823	823	211104	
10644150	0	2	0	898	850	850	211104	
10644200	0	3	0	1069	867	867	211204	
10644250	0	3	0	1122	896	896	211204	
10644300	0	3	0	1282	952	952	211304	
10644350	0	3	0	1347	983	983	211304	
10644400	0	4	0	1599	997	997	211404	
10644450	0	4	0	1679	1029	1029	211404	
10644500	0	3	0	855	823	823	211504	
10644550	0	3	0	898	850	850	211504	
10645100	0	2	0	941	878	878	211104	
10645150	0	2	0	988	910	910	211104	
10645200	0	3	0	1176	925	925	211204	
10645250	0	3	0	1235	959	959	211204	
10645300	0	3	0	1411	1016	1016	211304	
10645350	0	3	0	1481	1053	1053	211304	
10645400	0	4	0	1759	1063	1063	211404	
10645450	0	4	0	1847	1102	1102	211404	
10645500	0	3	0	941	878	878	211504	
10645550	0	3	0	988	910	910	211504	
10646100	0	2	0	1035	941	941	211104	
10646150	0	2	0	1087	974	974	211104	
10646200	0	3	0	1293	992	992	211204	
10646250	0	3	0	1359	1027	1027	211204	
10646300	0	3	0	1552	1089	1089	211304	
10646350	0	3	0	1631	1127	1127	211304	
10646400	0	4	0	1935	1140	1140	211404	
10646450	0	4	0	2033	1180	1180	211404	
10646500	0	3	0	1035	941	941	211504	
10646550	0	3	0	1087	974	974	211504	
10647100	0	2	0	1138	1007	1007	211104	
10647150	0	2	0	1195	1042	1042	211104	
10647200	0	3	0	1423	1061	1061	211204	
10647250	0	3	0	1494	1098	1098	211204	
10647300	0	3	0	1708	1165	1165	211304	
10647350	0	3	0	1793	1206	1206	211304	
10647400	0	4	0	2129	1219	1219	211404	
10647450	0	4	0	2235	1262	1262	211404	
10647500	0	3	0	1138	1007	1007	211504	
10647550	0	3	0	1195	1042	1042	211504	
10648100	0	2	0	1252	1078	1078	211104	
10648150	0	2	0	1314	1116	1116	211104	
10648200	0	3	0	1565	1136	1136	211204	
10648250	0	3	0	1642	1176	1176	211204	
10648300	0	3	0	1878	1247	1247	211304	
10648350	0	3	0	1971	1291	1291	211304	
10648400	0	4	0	2341	1305	1305	211404	
10648450	0	4	0	2457	1351	1351	211404	
10648500	0	3	0	1252	1078	1078	211504	
10648550	0	3	0	1314	1116	1116	211504	
10649100	0	2	0	1377	1153	1153	211104	
10649150	0	2	0	1447	1194	1194	211104	
10649200	0	3	0	1721	1215	1215	211204	
10649250	0	3	0	1808	1258	1258	211204	
10649300	0	3	0	2066	1334	1334	211304	
10649350	0	3	0	2170	1381	1381	211304	
10649400	0	4	0	2575	1396	1396	211404	
10649450	0	4	0	2705	1446	1446	211404	
10649500	0	3	0	1377	1153	1153	211504	
10649550	0	3	0	1447	1194	1194	211504	
10650100	0	2	0	1515	1234	1234	211104	
10650150	0	2	0	1591	1276	1276	211104	
10650200	0	3	0	1894	1301	1301	211204	
10650250	0	3	0	1989	1345	1345	211204	
10650300	0	3	0	2273	1428	1428	211304	
10650350	0	3	0	2387	1476	1476	211304	
10650400	0	4	0	2833	1494	1494	211404	
10650450	0	4	0	2975	1545	1545	211404	
10650500	0	3	0	1515	1234	1234	211504	
10650550	0	3	0	1591	1276	1276	211504	
10651100	0	2	0	1667	1319	1319	211105	
10651150	0	2	0	1751	1366	1366	211105	
10651200	0	3	0	2084	1390	1390	211205	
10651250	0	3	0	2188	1440	1440	211205	
10651300	0	3	0	2501	1526	1526	211305	
10651350	0	3	0	2626	1580	1580	211305	
10651400	0	4	0	3117	1597	1597	211405	
10651450	0	4	0	3273	1654	1654	211405	
10651500	0	3	0	1667	1319	1319	211505	
10651550	0	3	0	1751	1366	1366	211505	
10652100	0	2	0	1834	1412	1412	211105	
10652150	0	2	0	1926	1462	1462	211105	
10652200	0	3	0	2292	1488	1488	211205	
10652250	0	3	0	2408	1541	1541	211205	
10652300	0	3	0	2751	1634	1634	211305	
10652350	0	3	0	2889	1692	1692	211305	
10652400	0	4	0	3430	1710	1710	211405	
10652450	0	4	0	3602	1770	1770	211405	
10652500	0	3	0	1834	1412	1412	211505	
10652550	0	3	0	1926	1462	1462	211505	
10653100	0	2	0	2017	1511	1511	211105	
10653150	0	2	0	2119	1556	1556	211105	
10653200	0	3	0	2521	1593	1593	211205	
10653250	0	3	0	2648	1627	1627	211205	
10653300	0	3	0	3025	1748	1748	211305	
10653350	0	3	0	3178	1775	1775	211305	
10653400	0	4	0	3772	1830	1830	211405	
10653450	0	4	0	3962	1847	1847	211405	
10653500	0	3	0	2017	1511	1511	211505	
10653550	0	3	0	2119	1556	1556	211505	
10654100	0	2	0	2219	1602	1602	211105	
10654150	0	2	0	2330	1650	1650	211105	
10654200	0	3	0	2774	1661	1661	211205	
10654250	0	3	0	2913	1711	1711	211205	
10654300	0	3	0	3329	1802	1802	211305	
10654350	0	3	0	3496	1856	1856	211305	
10654400	0	4	0	4150	1862	1862	211405	
