id	step	passivityCategoryId	kind	rate	enchantStep	id2	passivityLink	unchangeable
61010			attack	1,03				
61010			impact	1,07				
61011	1	911						
61011	3	911						
61011	5	911						
61011	7	911						
61011	9	911						
61011			attack	1,03				
61011			impact	1,07				
61012	1	912						
61012	3	912						
61012	5	912						
61012	7	912						
61012	9	912						
61012			attack	1,03				
61012			impact	1,07				
62010	1	920						
62010	3	920						
62010	5	920						
62010	7	920						
62010	9	920						
62010			defence	1,045				
62010			balance	1,07				
63010	3	100						
63010	6	100						
63010	9	150						
63010			defence	1,045				
63010			balance	1,07				
63011	3	100						
63011	6	100						
63011	9	151						
63011			defence	1,045				
63011			balance	1,07				
64010	3	200						
64010	6	200						
64010	9	250						
64010			defence	1,045				
64010			balance	1,07				
63012	3	100						
63012	6	100						
63012	9	152						
63012			defence	1,045				
63012			balance	1,07				
161010	1	3910						
161010	3	3910						
161010	5	3910						
161010	7	3910						
161010	9	3910						
161010	10	50						
161010	11	50						
161010	12	50						
161010			attack	1,03				
161010			impact	1,07				
161011	1	3911						
161011	3	3911						
161011	5	3911						
161011	7	3911						
161011	9	3911						
161011	10	50						
161011	11	50						
161011	12	50						
161011			attack	1,03				
161011			impact	1,07				
161012	1	3912						
161012	3	3912						
161012	5	3912						
161012	7	3912						
161012	9	3912						
161012	10	50						
161012	11	50						
161012	12	50						
161012			attack	1,03				
161012			impact	1,07				
162010	1	3920						
162010	3	3920						
162010	5	3920						
162010	7	3920						
162010	9	3920						
162010	10	60						
162010	11	60						
162010	12	60						
162010			defence	1,045				
162010			balance	1,07				
163010	3	3100						
163010	6	3100						
163010	9	3150						
163010	10	60						
163010	11	60						
163010	12	60						
163010			defence	1,045				
163010			balance	1,07				
163011	3	3100						
163011	6	3100						
163011	9	3151						
163011	10	60						
163011	11	60						
163011	12	60						
163011			defence	1,045				
163011			balance	1,07				
163012	3	3100						
163012	6	3100						
163012	9	3152						
163012	10	60						
163012	11	60						
163012	12	60						
163012			defence	1,045				
163012			balance	1,07				
164010	3	3200						
164010	6	3200						
164010	9	3250						
164010	10	60						
164010	11	60						
164010	12	60						
164010			defence	1,045				
164010			balance	1,07				
61020	1	810						
61020	3	810						
61020	5	810						
61020	7	810						
61020	9	810						
61020			attack	1,03				
61020			impact	1,07				
61021	1	811						
61021	3	811						
61021	5	811						
61021	7	811						
61021	9	811						
61021			attack	1,03				
61021			impact	1,07				
61022	1	812						
61022	3	812						
61022	5	812						
61022	7	812						
61022	9	812						
61022			attack	1,03				
61022			impact	1,07				
62020	1	820						
62020	3	820						
62020	5	820						
62020	7	820						
62020	9	820						
62020			defence	1,045				
62020			balance	1,07				
63020	3	100						
63020	6	100						
63020	9	150						
63020			defence	1,045				
63020			balance	1,07				
63021	3	100						
63021	6	100						
63021	9	151						
63021			defence	1,045				
63021			balance	1,07				
63022	3	100						
63022	6	100						
63022	9	152						
63022			defence	1,045				
63022			balance	1,07				
64020	3	200						
64020	6	200						
64020	9	250						
64020			defence	1,045				
64020			balance	1,07				
161020	1	3810						
161020	3	3810						
161020	5	3810						
161020	7	3810						
161020	9	3810						
161020	10	50						
161020	11	50						
161020	12	50						
161020			attack	1,03				
161020			impact	1,07				
161021	1	3811						
161021	3	3811						
161021	5	3811						
161021	7	3811						
161021	9	3811						
161021	10	50						
161021	11	50						
161021	12	50						
161021			attack	1,03				
161021			impact	1,07				
161022	1	3812						
161022	3	3812						
161022	5	3812						
161022	7	3812						
161022	9	3812						
161022	10	50						
161022	11	50						
161022	12	50						
161022			attack	1,03				
161022			impact	1,07				
162020	1	3820						
162020	3	3820						
162020	5	3820						
162020	7	3820						
162020	9	3820						
162020	10	60						
162020	11	60						
162020	12	60						
162020			defence	1,045				
162020			balance	1,07				
163020	3	3100						
163020	6	3100						
163020	9	3150						
163020	10	60						
163020	11	60						
163020	12	60						
163020			defence	1,045				
163020			balance	1,07				
163021	3	3100						
163021	6	3100						
163021	9	3151						
163021	10	60						
163021	11	60						
163021	12	60						
163021			defence	1,045				
163021			balance	1,07				
163022	3	3100						
163022	6	3100						
163022	9	3152						
163022	10	60						
163022	11	60						
163022	12	60						
163022			defence	1,045				
163022			balance	1,07				
164020	3	3200						
164020	6	3200						
164020	9	3250						
164020	10	60						
164020	11	60						
164020	12	60						
164020			defence	1,045				
164020			balance	1,07				
61300	3	10						
61300	5	10						
61300	7	10						
61300	9	10						
61300			attack	1,03				
61300			impact	1,07				
61301	3	11						
61301	5	11						
61301	7	11						
61301	9	11						
61301			attack	1,03				
61301			impact	1,07				
61302	3	12						
61302	5	12						
61302	7	12						
61302	9	12						
61302			attack	1,03				
61302			impact	1,07				
62300	3	20						
62300	5	20						
62300	7	20						
62300	9	20						
62300			defence	1,045				
62300			balance	1,07				
63300	3	100						
63300	6	100						
63300	9	150						
63300			defence	1,045				
63300			balance	1,07				
63301	3	100						
63301	6	100						
63301	9	151						
63301			defence	1,045				
63301			balance	1,07				
63302	3	100						
63302	6	100						
63302	9	152						
63302			defence	1,045				
63302			balance	1,07				
64300	3	200						
64300	6	200						
64300	9	250						
64300			defence	1,045				
64300			balance	1,07				
161300	3	310						
161300	5	310						
161300	7	310						
161300	9	310						
161300	10	50						
161300	11	50						
161300	12	50						
161300			attack	1,03				
161300			impact	1,07				
161301	3	311						
161301	5	311						
161301	7	311						
161301	9	311						
161301	10	50						
161301	11	50						
161301	12	50						
161301			attack	1,03				
161301			impact	1,07				
161302	3	312						
161302	5	312						
161302	7	312						
161302	9	312						
161302	10	50						
161302	11	50						
161302	12	50						
161302			attack	1,03				
161302			impact	1,07				
162300	3	320						
162300	5	320						
162300	7	320						
162300	9	320						
162300	10	60						
162300	11	60						
162300	12	60						
162300			defence	1,045				
162300			balance	1,07				
163300	3	3100						
163300	6	3100						
163300	9	3150						
163300	10	60						
163300	11	60						
163300	12	60						
163300			defence	1,045				
163300			balance	1,07				
163301	3	3100						
163301	6	3100						
163301	9	3151						
163301	10	60						
163301	11	60						
163301	12	60						
163301			defence	1,045				
163301			balance	1,07				
163302	3	3100						
163302	6	3100						
163302	9	3152						
163302	10	60						
163302	11	60						
163302	12	60						
163302			defence	1,045				
163302			balance	1,07				
164300	3	3200						
164300	6	3200						
164300	9	3250						
164300	10	60						
164300	11	60						
164300	12	60						
164300			defence	1,045				
164300			balance	1,07				
61500	3	2000						
61500	5	2000						
61500	7	2000						
61500	9	2000						
61500			attack	1,03				
61500			impact	1,07				
61501	1	2000						
61501	3	2000						
61501	5	2000						
61501	7	2000						
61501	9	2000						
61501			attack	1,03				
61501			impact	1,07				
62500	3	2100						
62500	5	2100						
62500	7	2100						
62500	9	2100						
62500			defence	1,045				
62500			balance	1,07				
62501	1	2100						
62501	3	2100						
62501	5	2100						
62501	7	2100						
62501	9	2100						
62501			defence	1,045				
62501			balance	1,07				
63500	3	2200						
63500	6	2210						
63500	9	2220						
63500			defence	1,045				
63500			balance	1,07				
63501	3	2200						
63501	6	2220						
63501			defence	1,045				
63501			balance	1,07				
63502	3	2200						
63502	6	2210						
63502	9	2225						
63502			defence	1,045				
63502			balance	1,07				
63503	3	2200						
63503	6	2210						
63503	9	2220						
63503			defence	1,045				
63503			balance	1,07				
64500	3	2300						
64500	6	2310						
64500	9	2320						
64500			defence	1,045				
64500			balance	1,07				
64501	3	2300						
64501	6	2310						
64501	9	2321						
64501			defence	1,045				
64501			balance	1,07				
64502	3	2301						
64502	6	2320						
64502			defence	1,045				
64502			balance	1,07				
161500	3	32000						
161500	5	32000						
161500	7	32000						
161500	9	32000						
161500	10	50						
161500	11	50						
161500	12	50						
161500			attack	1,03				
161500			impact	1,07				
161501	1	32000						
161501	3	32000						
161501	5	32000						
161501	7	32000						
161501	9	32000						
161501	10	50						
161501	11	50						
161501	12	50						
161501			attack	1,03				
161501			impact	1,07				
162500	3	32100						
162500	5	32100						
162500	7	32100						
162500	9	32100						
162500	10	60						
162500	11	60						
162500	12	60						
162500			defence	1,045				
162500			balance	1,07				
162501	1	32100						
162501	3	32100						
162501	5	32100						
162501	7	32100						
162501	9	32100						
162501	10	60						
162501	11	60						
162501	12	60						
162501			defence	1,045				
162501			balance	1,07				
163500	3	32200						
163500	6	32210						
163500	9	32220						
163500	10	32230						
163500	11	32230						
163500	12	32230						
163500			defence	1,045				
163500			balance	1,07				
163501	3	32200						
163501	6	32220						
163501	10	32230						
163501	11	32230						
163501	12	32230						
163501			defence	1,045				
163501			balance	1,07				
163502	3	32200						
163502	6	32210						
163502	9	32225						
163502	10	32250						
163502	11	32250						
163502	12	32250						
163502			defence	1,045				
163502			balance	1,07				
163503	3	32200						
163503	6	32210						
163503	9	32220						
163503	10	32250						
163503	11	32250						
163503	12	32250						
163503			defence	1,045				
163503			balance	1,07				
164500	3	32300						
164500	6	32310						
164500	9	32320						
164500	10	60						
164500	11	60						
164500	12	60						
164500			defence	1,045				
164500			balance	1,07				
164501	3	32300						
164501	6	32310						
164501	9	32321						
164501	10	60						
164501	11	60						
164501	12	60						
164501			defence	1,045				
164501			balance	1,07				
164502	3	32301						
164502	6	32320						
164502	10	60						
164502	11	60						
164502	12	60						
164502			defence	1,045				
164502			balance	1,07				
1	1	4100005						
1	2	4100005						
1	3	4100005						
1	4	4100005						
1	5	4100005						
1	6	4100005						
1	7	4100005						
1	8	4100005						
1	9	4100005						
1			attack	1				
1			impact	1				
2	1	4100005						
2	2	4100005						
2	3	4100005						
2	4	4100005						
2	5	4100005						
2	6	4100005						
2	7	4100005						
2	8	4100005						
2	9	4100005						
2			defence	1				
2			balance	1				
3	1	4100006						
3	2	4100006						
3	3	4100006						
3	4	4100006						
3	5	4100006						
3	6	4100006						
3	7	4100006						
3	8	4100006						
3	9	4100006						
3			attack	1				
3			impact	1				
4	1	4100006						
4	2	4100006						
4	3	4100006						
4	4	4100006						
4	5	4100006						
4	6	4100006						
4	7	4100006						
4	8	4100006						
4	9	4100006						
4			defence	1				
4			balance	1				
5	1	4100007						
5	2	4100007						
5	3	4100007						
5	4	4100007						
5	5	4100007						
5	6	4100007						
5	7	4100007						
5	8	4100007						
5	9	4100007						
5			attack	1				
5			impact	1				
6	1	4100007						
6	2	4100007						
6	3	4100007						
6	4	4100007						
6	5	4100007						
6	6	4100007						
6	7	4100007						
6	8	4100007						
6	9	4100007						
6			defence	1				
6			balance	1				
7	1	4100008						
7	2	4100008						
7	3	4100008						
7	4	4100008						
7	5	4100008						
7	6	4100008						
7	7	4100008						
7	8	4100008						
7	9	4100008						
7			attack	1				
7			impact	1				
8	1	4100008						
8	2	4100008						
8	3	4100008						
8	4	4100008						
8	5	4100008						
8	6	4100008						
8	7	4100008						
8	8	4100008						
8	9	4100008						
8			defence	1				
8			balance	1				
9	1	4100009						
9	2	4100009						
9	3	4100009						
9	4	4100009						
9	5	4100009						
9	6	4100009						
9	7	4100009						
9	8	4100009						
9	9	4100009						
9			attack	1				
9			impact	1				
10	1	4100009						
10	2	4100009						
10	3	4100009						
10	4	4100009						
10	5	4100009						
10	6	4100009						
10	7	4100009						
10	8	4100009						
10	9	4100009						
10			defence	1				
10			balance	1				
11508	1	32004						
11508	3	32004						
11508	5	32004						
11508	7	32004						
11508	9	32004						
11508	10	32002						
11508	11	32002						
11508	12	32002						
11508			attack	1,03				
11508			impact	1,07				
11509	1	32004						
11509	3	32004						
11509	5	32004						
11509	7	32004						
11509	9	32004						
11509	10	32003						
11509	11	32003						
11509	12	32003						
11509			attack	1,03				
11509			impact	1,07				
11510	1	32101						
11510	3	32101						
11510	5	32101						
11510	7	32101						
11510	9	32101						
11510	10	32102						
11510	11	32102						
11510	12	32102						
11510			defence	1,045				
11510			balance	1,07				
11511	3	32200						
11511	6	32210						
11511	9	32220						
11511	10	32230						
11511	11	32230						
11511	12	32230						
11511			defence	1,045				
11511			balance	1,07				
11512	3	32300						
11512	6	32310						
11512	9	32321						
11512	10	60						
11512	11	60						
11512	12	60						
11512			defence	1,045				
11512			balance	1,07				
11513	3	32200						
11513	6	32210						
11513	9	32220						
11513	10	32250						
11513	11	32250						
11513	12	32250						
11513			defence	1,045				
11513			balance	1,07				
51100	3	110						
51100	5	110						
51100	7	110						
51100	9	110						
51100			attack	1,03				
51100			impact	1,07				
51103	3	111						
51103	4	13						
51103	5	111						
51103	7	111						
51103	8	14						
51103	9	111						
51103			attack	1,03				
51103			impact	1,07				
51104	3	112						
51104	4	15						
51104	5	112						
51104	7	112						
51104	8	16						
51104	9	112						
51104			attack	1,03				
51104			impact	1,07				
151100	3	1310						
151100	5	1310						
151100	7	1310						
151100	9	1310						
151100	10	50						
151100	11	50						
151100	12	50						
151100			attack	1,03				
151100			impact	1,07				
151103	3	1311						
151103	4	313						
151103	5	1311						
151103	7	1311						
151103	8	314						
151103	9	1311						
151103	10	317						
151103	11	317						
151103	12	317						
151103			attack	1,03				
151103			impact	1,07				
151104	3	1312						
151104	4	315						
151104	5	1312						
151104	7	1312						
151104	8	316						
151104	9	1312						
151104	10	318						
151104	11	318						
151104	12	318						
151104			attack	1,03				
151104			impact	1,07				
52400	3	120						
52400	5	120						
52400	7	120						
52400	9	120						
52400			defence	1,045				
52400			balance	1,07				
152400	3	1320						
152400	5	1320						
152400	7	1320						
152400	9	1320						
152400	10	60						
152400	11	60						
152400	12	60						
152400			defence	1,045				
152400			balance	1,07				
10000	3	10000						
10000	6	10000						
10000	9	10000						
10000			attack	1,03				
10000			impact	1,07				
110000	3	10000						
110000	6	10000						
110000	9	10000						
110000	10	210000						
110000	11	210001						
110000	12	210002						
110000			attack	1,03				
110000			impact	1,07				
10010	3	10010						
10010	4	13						
10010	6	10010						
10010	8	14						
10010	9	10010						
10010			attack	1,03				
10010			impact	1,07				
110010	3	110010						
110010	4	313						
110010	6	110010						
110010	8	314						
110010	9	110010						
110010	10	210000						
110010	11	210001						
110010	12	210002						
110010			attack	1,03				
110010			impact	1,07				
10012	3	10012						
10012	4	13						
10012	6	10012						
10012	8	14						
10012	9	10012						
10012			attack	1,03				
10012			impact	1,07				
110012	3	110012						
110012	4	313						
110012	6	110012						
110012	8	314						
110012	9	110012						
110012	10	210000						
110012	11	210001						
110012	12	210002						
110012			attack	1,03				
110012			impact	1,07				
10013	3	10013						
10013	4	13						
10013	6	10013						
10013	8	14						
10013	9	10013						
10013			attack	1,03				
10013			impact	1,07				
110013	3	110013						
110013	4	313						
110013	6	110013						
110013	8	314						
110013	9	110013						
110013	10	210000						
110013	11	210001						
110013	12	210002						
110013			attack	1,03				
110013			impact	1,07				
10020	3	10020						
10020	6	10020						
10020	9	10020						
10020			attack	1,03				
10020			impact	1,07				
110020	3	110020						
110020	6	110020						
110020	9	110020						
110020	10	210000						
110020	11	210001						
110020	12	210002						
110020			attack	1,03				
110020			impact	1,07				
10022	3	10022						
10022	6	10022						
10022	9	10022						
10022			attack	1,03				
10022			impact	1,07				
110022	3	110022						
110022	6	110022						
110022	9	110022						
110022	10	210000						
110022	11	210001						
110022	12	210002						
110022			attack	1,03				
110022			impact	1,07				
10023	3	10023						
10023	6	10023						
10023	9	10023						
10023			attack	1,03				
10023			impact	1,07				
110023	3	110023						
110023	6	110023						
110023	9	110023						
110023	10	210000						
110023	11	210001						
110023	12	210002						
110023			attack	1,03				
110023			impact	1,07				
10024	3	10024						
10024	6	10024						
10024	9	10024						
10024			attack	1,03				
10024			impact	1,07				
110024	3	110024						
110024	6	110024						
110024	9	110024						
110024	10	210000						
110024	11	210001						
110024	12	210002						
110024			attack	1,03				
110024			impact	1,07				
10034	3	10025						
10034	6	10025						
10034	9	10025						
10034			attack	1,03				
10034			impact	1,07				
110034	3	110025						
110034	6	110025						
110034	9	110025						
110034	10	210000						
110034	11	210001						
110034	12	210002						
110034			attack	1,03				
110034			impact	1,07				
10030	3	10030						
10030	4	15						
10030	6	10030						
10030	8	16						
10030	9	10030						
10030			attack	1,03				
10030			impact	1,07				
110030	3	110030						
110030	4	315						
110030	6	110030						
110030	8	316						
110030	9	110030						
110030	10	210000						
110030	11	210001						
110030	12	210002						
110030			attack	1,03				
110030			impact	1,07				
10032	3	10032						
10032	4	15						
10032	6	10032						
10032	8	16						
10032	9	10032						
10032			attack	1,03				
10032			impact	1,07				
110032	3	110032						
110032	4	315						
110032	6	110032						
110032	8	316						
110032	9	110032						
110032	10	210000						
110032	11	210001						
110032	12	210002						
110032			attack	1,03				
110032			impact	1,07				
10033	3	10033						
10033	4	15						
10033	6	10033						
10033	8	16						
10033	9	10033						
10033			attack	1,03				
10033			impact	1,07				
110033	3	110033						
110033	4	315						
110033	6	110033						
110033	8	316						
110033	9	110033						
110033	10	210000						
110033	11	210001						
110033	12	210002						
110033			attack	1,03				
110033			impact	1,07				
20000	3	20000						
20000	6	20000						
20000	9	20000						
20000			defence	1,045				
20000			balance	1,07				
120000	3	120000						
120000	6	120000						
120000	9	120000						
120000	10	220000						
120000	11	220001						
120000	12	220002						
120000			defence	1,045				
120000			balance	1,07				
20002	3	20002						
20002	6	20002						
20002	9	20002						
20002			defence	1,045				
20002			balance	1,07				
120002	3	120002						
120002	6	120002						
120002	9	120002						
120002	10	220000						
120002	11	220001						
120002	12	220002						
120002			defence	1,045				
120002			balance	1,07				
20003	3	20003						
20003	6	20003						
20003	9	20003						
20003			defence	1,045				
20003			balance	1,07				
120003	3	120003						
120003	6	120003						
120003	9	120003						
120003	10	220000						
120003	11	220001						
120003	12	220002						
120003			defence	1,045				
120003			balance	1,07				
10011	3	10011						
10011	4	13						
10011	6	10011						
10011	8	14						
10011	9	10011						
10011			attack	1,03				
10011			impact	1,07				
110011	3	110011						
110011	4	313						
110011	6	110011						
110011	8	314						
110011	9	110011						
110011	10	210000						
110011	11	210001						
110011	12	210002						
110011			attack	1,03				
110011			impact	1,07				
10021	3	10021						
10021	6	10021						
10021	9	10021						
10021			attack	1,03				
10021			impact	1,07				
110021	3	110021						
110021	6	110021						
110021	9	110021						
110021	10	210000						
110021	11	210001						
110021	12	210002						
110021			attack	1,03				
110021			impact	1,07				
10031	3	10031						
10031	4	15						
10031	6	10031						
10031	8	16						
10031	9	10031						
10031			attack	1,03				
10031			impact	1,07				
110031	3	110031						
110031	4	315						
110031	6	110031						
110031	8	316						
110031	9	110031						
110031	10	210000						
110031	11	210001						
110031	12	210002						
110031			attack	1,03				
110031			impact	1,07				
10111	3	10111						
10111	4	13						
10111	6	10111						
10111	8	14						
10111	9	10111						
10111			attack	1,03				
10111			impact	1,07				
110111	3	110111						
110111	4	313						
110111	6	110111						
110111	8	314						
110111	9	110111						
110111	10	210000						
110111	11	210001						
110111	12	210002						
110111			attack	1,03				
110111			impact	1,07				
10115	3	10111						
10115	4	13						
10115	5	10111						
10115	7	10111						
10115	8	14						
10115	9	10111						
10115			attack	1,03				
10115			impact	1,07				
110115	3	110111						
110115	4	313						
110115	5	110111						
110115	5	110111						
110115	8	314						
110115	9	110111						
110115	10	210000						
110115	11	210001						
110115	12	210002						
110115			attack	1,03				
110115			impact	1,07				
110115			attack	1,05	13			
110115			attack	1,07	14			
110115			attack	1,1	15			
10121	3	10121						
10121	6	10121						
10121	9	10121						
10121			attack	1,03				
10121			impact	1,07				
110121	3	110121						
110121	6	110121						
110121	9	110121						
110121	10	210000						
110121	11	210001						
110121	12	210002						
110121			attack	1,03				
110121			impact	1,07				
10125	3	10121						
10125	5	10121						
10125	7	10121						
10125	9	10121						
10125			attack	1,03				
10125			impact	1,07				
110125	3	110121						
110125	5	110121						
110125	7	110121						
110125	9	110121						
110125	10	210000						
110125	11	210001						
110125	12	210002						
110125			attack	1,03				
110125			impact	1,07				
110125			attack	1,05	13			
110125			attack	1,07	14			
110125			attack	1,1	15			
10131	3	10131						
10131	4	15						
10131	6	10131						
10131	8	16						
10131	9	10131						
10131			attack	1,03				
10131			impact	1,07				
110131	3	110131						
110131	4	315						
110131	6	110131						
110131	8	316						
110131	9	110131						
110131	10	210000						
110131	11	210001						
110131	12	210002						
110131			attack	1,03				
110131			impact	1,07				
10135	3	10131						
10135	4	15						
10135	5	10131						
10135	7	10131						
10135	8	16						
10135	9	10131						
10135			attack	1,03				
10135			impact	1,07				
110135	3	110131						
110135	4	315						
110135	5	110131						
110135	7	110131						
110135	8	316						
110135	9	110131						
110135	10	210000						
110135	11	210001						
110135	12	210002						
110135			attack	1,03				
110135			impact	1,07				
110135			attack	1,05	13			
110135			attack	1,07	14			
110135			attack	1,1	15			
20001	3	20001						
20001	6	20001						
20001	9	20001						
20001			defence	1,045				
20001			balance	1,07				
120001	3	120001						
120001	6	120001						
120001	9	120001						
120001	10	220000						
120001	11	220001						
120001	12	220002						
120001			defence	1,045				
120001			balance	1,07				
23000	3	23000						
23000	6	23000						
23000	9	23000						
23000			defence	1,045				
23000			balance	1,07				
123000	3	123000						
123000	6	123000						
123000	9	123000						
123000	10	223000						
123000	11	223001						
123000	12	223002						
123000			defence	1,045				
123000			balance	1,07				
23010	3	23010						
23010	6	23010						
23010	9	23010						
23010			defence	1,045				
23010			balance	1,07				
123010	3	123010						
123010	6	123010						
123010	9	123010						
123010	10	223010						
123010	11	223011						
123010	12	223012						
123010			defence	1,045				
123010			balance	1,07				
23013	3	23013						
23013	6	23013						
23013	9	23013						
23013			defence	1,045				
23013			balance	1,07				
123013	3	123013						
123013	6	123013						
123013	9	123013						
123013	10	223010						
123013	11	223011						
123013	12	223012						
123013			defence	1,045				
123013			balance	1,07				
23020	3	23020						
23020	6	23020						
23020	9	23020						
23020			defence	1,045				
23020			balance	1,07				
123020	3	123020						
123020	6	123020						
123020	9	123020						
123020	10	223020						
123020	11	223021						
123020	12	223022						
123020			defence	1,045				
123020			balance	1,07				
23023	3	23023						
23023	6	23023						
23023	9	23023						
23023			defence	1,045				
23023			balance	1,07				
123023	3	123023						
123023	6	123023						
123023	9	123023						
123023	10	223020						
123023	11	223021						
123023	12	223022						
123023			defence	1,045				
123023			balance	1,07				
23030	3	23030						
23030	6	23030						
23030	9	23030						
23030			defence	1,045				
23030			balance	1,07				
123030	3	123030						
123030	6	123030						
123030	9	123030						
123030	10	223030						
123030	11	223031						
123030	12	223032						
123030			defence	1,045				
123030			balance	1,07				
23033	3	23033						
23033	6	23033						
23033	9	23033						
23033			defence	1,045				
23033			balance	1,07				
123033	3	123033						
123033	6	123033						
123033	9	123033						
123033	10	223030						
123033	11	223031						
123033	12	223032						
123033			defence	1,045				
123033			balance	1,07				
24000	3	24000						
24000	6	24000						
24000	9	24000						
24000			defence	1,045				
24000			balance	1,07				
124000	3	124000						
124000	6	124000						
124000	9	124000						
124000	10	224000						
124000	11	224001						
124000	12	224002						
124000			defence	1,045				
124000			balance	1,07				
24003	3	24003						
24003	6	24003						
24003	9	24003						
24003			defence	1,045				
24003			balance	1,07				
124003	3	124003						
124003	6	124003						
124003	9	124003						
124003	10	224000						
124003	11	224001						
124003	12	224002						
124003			defence	1,045				
124003			balance	1,07				
10005	3	10000						
10005	5	10000						
10005	7	10000						
10005	9	10000						
10005			attack	1,03				
10005			impact	1,07				
110005	3	110000						
110005	5	110000						
110005	7	110000						
110005	9	110000						
110005	10	210000						
110005	11	210001						
110005	12	210002						
110005			attack	1,03				
110005			impact	1,07				
10015	3	10011						
10015	4	13						
10015	5	10011						
10015	7	10011						
10015	8	14						
10015	9	10011						
10015			attack	1,03				
10015			impact	1,07				
110015	3	110011						
110015	4	313						
110015	5	110011						
110015	7	110011						
110015	8	314						
110015	9	110011						
110015	10	210000						
110015	11	210001						
110015	12	210002						
110015			attack	1,03				
110015			impact	1,07				
110015			attack	1,05	13			
110015			attack	1,07	14			
110015			attack	1,1	15			
10016	3	10013						
10016	4	13						
10016	5	10013						
10016	7	10013						
10016	8	14						
10016	9	10013						
10016			attack	1,03				
10016			impact	1,07				
110016	3	110013						
110016	4	313						
110016	5	110013						
110016	7	110013						
110016	8	314						
110016	9	110013						
110016	10	210000						
110016	11	210001						
110016	12	210002						
110016	13	210006						
110016	14	210007						
110016	15	210008						
110016			attack	1,03				
110016			impact	1,07				
110016			attack	1,03	13			
110016			attack	1,04	14			
110016			attack	1,05	15			
10025	3	10021						
10025	5	10021						
10025	7	10021						
10025	9	10021						
10025			attack	1,03				
10025			impact	1,07				
110025	3	110021						
110025	5	110021						
110025	7	110021						
110025	9	110021						
110025	10	210000						
110025	11	210001						
110025	12	210002						
110025			attack	1,03				
110025			impact	1,07				
110025			attack	1,05	13			
110025			attack	1,07	14			
110025			attack	1,1	15			
10026	3	10023						
10026	5	10023						
10026	7	10023						
10026	9	10023						
10026			attack	1,03				
10026			impact	1,07				
110026	3	110023						
110026	5	110023						
110026	7	110023						
110026	9	110023						
110026	10	210000						
110026	11	210001						
110026	12	210002						
110026	13	210006						
110026	14	210007						
110026	15	210008						
110026			attack	1,03				
110026			impact	1,07				
110026			attack	1,03	13			
110026			attack	1,04	14			
110026			attack	1,05	15			
10035	3	10031						
10035	4	15						
10035	5	10031						
10035	7	10031						
10035	8	16						
10035	9	10031						
10035			attack	1,03				
10035			impact	1,07				
110035	3	110031						
110035	4	315						
110035	5	110031						
110035	7	110031						
110035	8	316						
110035	9	110031						
110035	10	210000						
110035	11	210001						
110035	12	210002						
110035			attack	1,03				
110035			impact	1,07				
110035			attack	1,05	13			
110035			attack	1,07	14			
110035			attack	1,1	15			
10036	3	10033						
10036	4	15						
10036	5	10033						
10036	7	10033						
10036	8	16						
10036	9	10033						
10036			attack	1,03				
10036			impact	1,07				
110036	3	110033						
110036	4	315						
110036	5	110033						
110036	7	110033						
110036	8	316						
110036	9	110033						
110036	10	210000						
110036	11	210001						
110036	12	210002						
110036	13	210009						
110036	14	210011						
110036	15	210012						
110036			attack	1,03				
110036			impact	1,07				
110036			attack	1,03	13			
110036			attack	1,04	14			
110036			attack	1,05	15			
20005	3	20001						
20005	5	20001						
20005	7	20001						
20005	9	20001						
20005			defence	1,045				
20005			balance	1,07				
120005	3	120001						
120005	5	120001						
120005	7	120001						
120005	9	120001						
120005	10	220000						
120005	11	220001						
120005	12	220002						
120005			defence	1,045				
120005			balance	1,07				
120005			defence	1,06	13			
120005			defence	1,09	14			
120005			defence	1,12	15			
20006	3	20003						
20006	5	20003						
20006	7	20003						
20006	9	20003						
20006			defence	1,045				
20006			balance	1,07				
120006	3	120003						
120006	5	120003						
120006	7	120003						
120006	9	120003						
120006	10	220000						
120006	11	220001						
120006	12	220002						
120006			defence	1,045				
120006			balance	1,07				
120006			defence	1,06	13			
120006			defence	1,09	14			
120006			defence	1,12	15			
23005	3	23000						
23005	5	23000						
23005	7	23000						
23005	9	23000						
23005			defence	1,045				
23005			balance	1,07				
123005	3	123000						
123005	5	123000						
123005	7	123000						
123005	9	123000						
123005	10	223000						
123005	11	223001						
123005	12	223002						
123005			defence	1,045				
123005			balance	1,07				
23015	3	23010						
23015	6	23010						
23015	9	23010						
23015			defence	1,045				
23015			balance	1,07				
123015	3	123010						
123015	6	123010						
123015	9	123010						
123015	10	223010						
123015	11	223011						
123015	12	223012						
123015			defence	1,045				
123015			balance	1,07				
123015			defence	1,06	13			
123015			defence	1,09	14			
123015			defence	1,12	15			
23016	3	23013						
23016	6	23013						
23016	9	23013						
23016			defence	1,045				
23016			balance	1,07				
123016	3	123013						
123016	6	123013						
123016	9	123013						
123016	10	223010						
123016	11	223011						
123016	12	223012						
123016			defence	1,045				
123016			balance	1,07				
123016			defence	1,06	13			
123016			defence	1,09	14			
123016			defence	1,12	15			
23025	3	23020						
23025	6	23020						
23025	9	23020						
23025			defence	1,045				
23025			balance	1,07				
123025	3	123020						
123025	6	123020						
123025	9	123020						
123025	10	223020						
123025	11	223021						
123025	12	223022						
123025			defence	1,045				
123025			balance	1,07				
123025			defence	1,06	13			
123025			defence	1,09	14			
123025			defence	1,12	15			
23026	3	23023						
23026	6	23023						
23026	9	23023						
23026			defence	1,045				
23026			balance	1,07				
123026	3	123023						
